Date_ID,Year,Month,Dayweek,Time,Time of Day
1,2024,12,Friday,4,Night
2,2024,12,Friday,6,Day
3,2024,12,Friday,9,Day
4,2024,12,Friday,10,Day
5,2024,12,Friday,11,Day
6,2024,12,Friday,13,Day
7,2024,12,Friday,17,Day
8,2024,12,Friday,19,Night
9,2024,12,Friday,22,Night
10,2024,12,Friday,23,Night
11,2024,12,Monday,1,Night
12,2024,12,Monday,2,Night
13,2024,12,Monday,9,Day
14,2024,12,Monday,10,Day
15,2024,12,Monday,12,Day
16,2024,12,Monday,13,Day
17,2024,12,Monday,14,Day
18,2024,12,Monday,15,Day
19,2024,12,Monday,16,Day
20,2024,12,Monday,19,Night
21,2024,12,Monday,20,Night
22,2024,12,Monday,21,Night
23,2024,12,Saturday,2,Night
24,2024,12,Saturday,3,Night
25,2024,12,Saturday,4,Night
26,2024,12,Saturday,8,Day
27,2024,12,Saturday,10,Day
28,2024,12,Saturday,11,Day
29,2024,12,Saturday,12,Day
30,2024,12,Saturday,14,Day
31,2024,12,Saturday,15,Day
32,2024,12,Saturday,16,Day
33,2024,12,Saturday,20,Night
34,2024,12,Saturday,21,Night
35,2024,12,Saturday,22,Night
36,2024,12,Sunday,2,Night
37,2024,12,Sunday,4,Night
38,2024,12,Sunday,6,Day
39,2024,12,Sunday,8,Day
40,2024,12,Sunday,11,Day
41,2024,12,Sunday,12,Day
42,2024,12,Sunday,13,Day
43,2024,12,Sunday,14,Day
44,2024,12,Sunday,16,Day
45,2024,12,Sunday,17,Day
46,2024,12,Sunday,18,Night
47,2024,12,Sunday,22,Night
48,2024,12,Sunday,23,Night
49,2024,12,Thursday,1,Night
50,2024,12,Thursday,9,Day
51,2024,12,Thursday,12,Day
52,2024,12,Thursday,15,Day
53,2024,12,Thursday,16,Day
54,2024,12,Thursday,17,Day
55,2024,12,Thursday,22,Night
56,2024,12,Tuesday,4,Night
57,2024,12,Tuesday,6,Day
58,2024,12,Tuesday,8,Day
59,2024,12,Tuesday,11,Day
60,2024,12,Tuesday,13,Day
61,2024,12,Tuesday,14,Day
62,2024,12,Tuesday,15,Day
63,2024,12,Tuesday,17,Day
64,2024,12,Tuesday,18,Night
65,2024,12,Tuesday,21,Night
66,2024,12,Tuesday,22,Night
67,2024,12,Tuesday,23,Night
68,2024,12,Wednesday,0,Night
69,2024,12,Wednesday,4,Night
70,2024,12,Wednesday,12,Day
71,2024,12,Wednesday,16,Day
72,2024,12,Wednesday,17,Day
73,2024,12,Wednesday,19,Night
74,2024,11,Friday,2,Night
75,2024,11,Friday,4,Night
76,2024,11,Friday,7,Day
77,2024,11,Friday,9,Day
78,2024,11,Friday,10,Day
79,2024,11,Friday,12,Day
80,2024,11,Friday,13,Day
81,2024,11,Friday,14,Day
82,2024,11,Friday,17,Day
83,2024,11,Friday,18,Night
84,2024,11,Friday,20,Night
85,2024,11,Friday,21,Night
86,2024,11,Friday,22,Night
87,2024,11,Monday,3,Night
88,2024,11,Monday,6,Day
89,2024,11,Monday,10,Day
90,2024,11,Monday,11,Day
91,2024,11,Monday,12,Day
92,2024,11,Monday,14,Day
93,2024,11,Monday,15,Day
94,2024,11,Monday,16,Day
95,2024,11,Monday,17,Day
96,2024,11,Monday,20,Night
97,2024,11,Monday,23,Night
98,2024,11,Saturday,3,Night
99,2024,11,Saturday,5,Night
100,2024,11,Saturday,6,Day
101,2024,11,Saturday,9,Day
102,2024,11,Saturday,10,Day
103,2024,11,Saturday,11,Day
104,2024,11,Saturday,15,Day
105,2024,11,Saturday,16,Day
106,2024,11,Saturday,17,Day
107,2024,11,Saturday,18,Night
108,2024,11,Saturday,19,Night
109,2024,11,Saturday,21,Night
110,2024,11,Saturday,23,Night
111,2024,11,Sunday,0,Night
112,2024,11,Sunday,1,Night
113,2024,11,Sunday,2,Night
114,2024,11,Sunday,3,Night
115,2024,11,Sunday,6,Day
116,2024,11,Sunday,7,Day
117,2024,11,Sunday,8,Day
118,2024,11,Sunday,9,Day
119,2024,11,Sunday,10,Day
120,2024,11,Sunday,11,Day
121,2024,11,Sunday,12,Day
122,2024,11,Sunday,14,Day
123,2024,11,Sunday,17,Day
124,2024,11,Sunday,21,Night
125,2024,11,Thursday,0,Night
126,2024,11,Thursday,2,Night
127,2024,11,Thursday,4,Night
128,2024,11,Thursday,5,Night
129,2024,11,Thursday,9,Day
130,2024,11,Thursday,12,Day
131,2024,11,Thursday,13,Day
132,2024,11,Thursday,16,Day
133,2024,11,Thursday,17,Day
134,2024,11,Thursday,18,Night
135,2024,11,Tuesday,5,Night
136,2024,11,Tuesday,6,Day
137,2024,11,Tuesday,8,Day
138,2024,11,Tuesday,10,Day
139,2024,11,Tuesday,11,Day
140,2024,11,Tuesday,12,Day
141,2024,11,Tuesday,14,Day
142,2024,11,Tuesday,16,Day
143,2024,11,Tuesday,17,Day
144,2024,11,Tuesday,18,Night
145,2024,11,Tuesday,20,Night
146,2024,11,Tuesday,23,Night
147,2024,11,Wednesday,1,Night
148,2024,11,Wednesday,17,Day
149,2024,11,Wednesday,18,Night
150,2024,11,Wednesday,21,Night
151,2024,11,Wednesday,22,Night
152,2024,11,Wednesday,23,Night
153,2024,10,Friday,6,Day
154,2024,10,Friday,7,Day
155,2024,10,Friday,10,Day
156,2024,10,Friday,11,Day
157,2024,10,Friday,15,Day
158,2024,10,Friday,16,Day
159,2024,10,Friday,17,Day
160,2024,10,Friday,19,Night
161,2024,10,Friday,20,Night
162,2024,10,Friday,22,Night
163,2024,10,Friday,23,Night
164,2024,10,Monday,0,Night
165,2024,10,Monday,2,Night
166,2024,10,Monday,6,Day
167,2024,10,Monday,8,Day
168,2024,10,Monday,10,Day
169,2024,10,Monday,14,Day
170,2024,10,Monday,16,Day
171,2024,10,Monday,18,Night
172,2024,10,Saturday,2,Night
173,2024,10,Saturday,4,Night
174,2024,10,Saturday,5,Night
175,2024,10,Saturday,8,Day
176,2024,10,Saturday,12,Day
177,2024,10,Saturday,13,Day
178,2024,10,Saturday,14,Day
179,2024,10,Saturday,16,Day
180,2024,10,Saturday,19,Night
181,2024,10,Saturday,20,Night
182,2024,10,Sunday,0,Night
183,2024,10,Sunday,1,Night
184,2024,10,Sunday,3,Night
185,2024,10,Sunday,7,Day
186,2024,10,Sunday,8,Day
187,2024,10,Sunday,9,Day
188,2024,10,Sunday,10,Day
189,2024,10,Sunday,11,Day
190,2024,10,Sunday,12,Day
191,2024,10,Sunday,13,Day
192,2024,10,Sunday,14,Day
193,2024,10,Sunday,15,Day
194,2024,10,Sunday,16,Day
195,2024,10,Thursday,3,Night
196,2024,10,Thursday,4,Night
197,2024,10,Thursday,5,Night
198,2024,10,Thursday,8,Day
199,2024,10,Thursday,9,Day
200,2024,10,Thursday,10,Day
201,2024,10,Thursday,13,Day
202,2024,10,Thursday,14,Day
203,2024,10,Thursday,15,Day
204,2024,10,Thursday,16,Day
205,2024,10,Thursday,17,Day
206,2024,10,Thursday,18,Night
207,2024,10,Thursday,19,Night
208,2024,10,Thursday,21,Night
209,2024,10,Tuesday,0,Night
210,2024,10,Tuesday,4,Night
211,2024,10,Tuesday,5,Night
212,2024,10,Tuesday,6,Day
213,2024,10,Tuesday,14,Day
214,2024,10,Tuesday,18,Night
215,2024,10,Tuesday,20,Night
216,2024,10,Tuesday,21,Night
217,2024,10,Wednesday,4,Night
218,2024,10,Wednesday,13,Day
219,2024,10,Wednesday,15,Day
220,2024,10,Wednesday,16,Day
221,2024,10,Wednesday,17,Day
222,2024,10,Wednesday,18,Night
223,2024,10,Wednesday,21,Night
224,2024,10,Wednesday,23,Night
225,2024,9,Friday,2,Night
226,2024,9,Friday,8,Day
227,2024,9,Friday,12,Day
228,2024,9,Friday,14,Day
229,2024,9,Friday,15,Day
230,2024,9,Friday,17,Day
231,2024,9,Friday,18,Night
232,2024,9,Friday,20,Night
233,2024,9,Friday,21,Night
234,2024,9,Monday,10,Day
235,2024,9,Monday,11,Day
236,2024,9,Monday,13,Day
237,2024,9,Monday,14,Day
238,2024,9,Monday,17,Day
239,2024,9,Saturday,1,Night
240,2024,9,Saturday,4,Night
241,2024,9,Saturday,9,Day
242,2024,9,Saturday,10,Day
243,2024,9,Saturday,11,Day
244,2024,9,Saturday,15,Day
245,2024,9,Saturday,16,Day
246,2024,9,Saturday,17,Day
247,2024,9,Saturday,18,Night
248,2024,9,Saturday,19,Night
249,2024,9,Saturday,21,Night
250,2024,9,Saturday,22,Night
251,2024,9,Sunday,0,Night
252,2024,9,Sunday,1,Night
253,2024,9,Sunday,3,Night
254,2024,9,Sunday,4,Night
255,2024,9,Sunday,7,Day
256,2024,9,Sunday,10,Day
257,2024,9,Sunday,12,Day
258,2024,9,Sunday,13,Day
259,2024,9,Sunday,16,Day
260,2024,9,Sunday,17,Day
261,2024,9,Sunday,19,Night
262,2024,9,Sunday,21,Night
263,2024,9,Thursday,0,Night
264,2024,9,Thursday,1,Night
265,2024,9,Thursday,4,Night
266,2024,9,Thursday,5,Night
267,2024,9,Thursday,6,Day
268,2024,9,Thursday,7,Day
269,2024,9,Thursday,8,Day
270,2024,9,Thursday,11,Day
271,2024,9,Thursday,12,Day
272,2024,9,Thursday,21,Night
273,2024,9,Tuesday,4,Night
274,2024,9,Tuesday,8,Day
275,2024,9,Tuesday,12,Day
276,2024,9,Tuesday,16,Day
277,2024,9,Tuesday,19,Night
278,2024,9,Tuesday,22,Night
279,2024,9,Wednesday,6,Day
280,2024,9,Wednesday,9,Day
281,2024,9,Wednesday,11,Day
282,2024,9,Wednesday,13,Day
283,2024,9,Wednesday,15,Day
284,2024,9,Wednesday,16,Day
285,2024,9,Wednesday,17,Day
286,2024,9,Wednesday,18,Night
287,2024,9,Wednesday,20,Night
288,2024,9,Wednesday,22,Night
289,2024,8,Friday,2,Night
290,2024,8,Friday,5,Night
291,2024,8,Friday,6,Day
292,2024,8,Friday,8,Day
293,2024,8,Friday,11,Day
294,2024,8,Friday,13,Day
295,2024,8,Friday,15,Day
296,2024,8,Friday,17,Day
297,2024,8,Friday,18,Night
298,2024,8,Friday,19,Night
299,2024,8,Friday,20,Night
300,2024,8,Friday,21,Night
301,2024,8,Monday,0,Night
302,2024,8,Monday,2,Night
303,2024,8,Monday,5,Night
304,2024,8,Monday,7,Day
305,2024,8,Monday,8,Day
306,2024,8,Monday,9,Day
307,2024,8,Monday,10,Day
308,2024,8,Monday,15,Day
309,2024,8,Monday,17,Day
310,2024,8,Monday,19,Night
311,2024,8,Saturday,0,Night
312,2024,8,Saturday,3,Night
313,2024,8,Saturday,10,Day
314,2024,8,Saturday,11,Day
315,2024,8,Saturday,13,Day
316,2024,8,Saturday,14,Day
317,2024,8,Saturday,16,Day
318,2024,8,Saturday,17,Day
319,2024,8,Saturday,18,Night
320,2024,8,Saturday,19,Night
321,2024,8,Saturday,21,Night
322,2024,8,Saturday,22,Night
323,2024,8,Saturday,23,Night
324,2024,8,Sunday,0,Night
325,2024,8,Sunday,1,Night
326,2024,8,Sunday,4,Night
327,2024,8,Sunday,6,Day
328,2024,8,Sunday,8,Day
329,2024,8,Sunday,10,Day
330,2024,8,Sunday,13,Day
331,2024,8,Sunday,15,Day
332,2024,8,Sunday,19,Night
333,2024,8,Thursday,12,Day
334,2024,8,Thursday,14,Day
335,2024,8,Thursday,15,Day
336,2024,8,Thursday,16,Day
337,2024,8,Thursday,18,Night
338,2024,8,Thursday,19,Night
339,2024,8,Thursday,21,Night
340,2024,8,Tuesday,2,Night
341,2024,8,Tuesday,4,Night
342,2024,8,Tuesday,6,Day
343,2024,8,Tuesday,10,Day
344,2024,8,Tuesday,16,Day
345,2024,8,Tuesday,18,Night
346,2024,8,Tuesday,19,Night
347,2024,8,Tuesday,20,Night
348,2024,8,Wednesday,6,Day
349,2024,8,Wednesday,9,Day
350,2024,8,Wednesday,11,Day
351,2024,8,Wednesday,18,Night
352,2024,8,Wednesday,19,Night
353,2024,8,Wednesday,20,Night
354,2024,8,Wednesday,22,Night
355,2024,7,Friday,8,Day
356,2024,7,Friday,11,Day
357,2024,7,Friday,12,Day
358,2024,7,Friday,13,Day
359,2024,7,Friday,14,Day
360,2024,7,Friday,16,Day
361,2024,7,Friday,22,Night
362,2024,7,Monday,8,Day
363,2024,7,Monday,9,Day
364,2024,7,Monday,11,Day
365,2024,7,Monday,12,Day
366,2024,7,Monday,13,Day
367,2024,7,Monday,14,Day
368,2024,7,Monday,16,Day
369,2024,7,Monday,19,Night
370,2024,7,Monday,20,Night
371,2024,7,Monday,22,Night
372,2024,7,Monday,23,Night
373,2024,7,Saturday,0,Night
374,2024,7,Saturday,2,Night
375,2024,7,Saturday,8,Day
376,2024,7,Saturday,9,Day
377,2024,7,Saturday,10,Day
378,2024,7,Saturday,14,Day
379,2024,7,Saturday,15,Day
380,2024,7,Saturday,19,Night
381,2024,7,Saturday,20,Night
382,2024,7,Saturday,23,Night
383,2024,7,Sunday,0,Night
384,2024,7,Sunday,4,Night
385,2024,7,Sunday,6,Day
386,2024,7,Sunday,7,Day
387,2024,7,Sunday,9,Day
388,2024,7,Sunday,10,Day
389,2024,7,Sunday,11,Day
390,2024,7,Sunday,13,Day
391,2024,7,Sunday,14,Day
392,2024,7,Sunday,17,Day
393,2024,7,Sunday,18,Night
394,2024,7,Sunday,19,Night
395,2024,7,Thursday,3,Night
396,2024,7,Thursday,4,Night
397,2024,7,Thursday,6,Day
398,2024,7,Thursday,9,Day
399,2024,7,Thursday,10,Day
400,2024,7,Thursday,11,Day
401,2024,7,Thursday,12,Day
402,2024,7,Thursday,13,Day
403,2024,7,Thursday,15,Day
404,2024,7,Thursday,16,Day
405,2024,7,Thursday,17,Day
406,2024,7,Thursday,20,Night
407,2024,7,Tuesday,6,Day
408,2024,7,Tuesday,7,Day
409,2024,7,Tuesday,8,Day
410,2024,7,Tuesday,9,Day
411,2024,7,Tuesday,11,Day
412,2024,7,Tuesday,14,Day
413,2024,7,Tuesday,15,Day
414,2024,7,Tuesday,16,Day
415,2024,7,Tuesday,17,Day
416,2024,7,Tuesday,18,Night
417,2024,7,Tuesday,19,Night
418,2024,7,Tuesday,20,Night
419,2024,7,Tuesday,22,Night
420,2024,7,Wednesday,0,Night
421,2024,7,Wednesday,1,Night
422,2024,7,Wednesday,3,Night
423,2024,7,Wednesday,4,Night
424,2024,7,Wednesday,6,Day
425,2024,7,Wednesday,9,Day
426,2024,7,Wednesday,10,Day
427,2024,7,Wednesday,13,Day
428,2024,7,Wednesday,14,Day
429,2024,7,Wednesday,16,Day
430,2024,7,Wednesday,17,Day
431,2024,7,Wednesday,18,Night
432,2024,7,Wednesday,22,Night
433,2024,7,Wednesday,23,Night
434,2024,6,Friday,8,Day
435,2024,6,Friday,12,Day
436,2024,6,Friday,14,Day
437,2024,6,Friday,16,Day
438,2024,6,Friday,17,Day
439,2024,6,Friday,18,Night
440,2024,6,Friday,19,Night
441,2024,6,Friday,21,Night
442,2024,6,Friday,23,Night
443,2024,6,Monday,3,Night
444,2024,6,Monday,8,Day
445,2024,6,Monday,9,Day
446,2024,6,Monday,10,Day
447,2024,6,Monday,11,Day
448,2024,6,Monday,13,Day
449,2024,6,Monday,14,Day
450,2024,6,Monday,15,Day
451,2024,6,Monday,17,Day
452,2024,6,Monday,19,Night
453,2024,6,Monday,21,Night
454,2024,6,Monday,22,Night
455,2024,6,Saturday,0,Night
456,2024,6,Saturday,6,Day
457,2024,6,Saturday,7,Day
458,2024,6,Saturday,12,Day
459,2024,6,Saturday,15,Day
460,2024,6,Saturday,16,Day
461,2024,6,Saturday,18,Night
462,2024,6,Saturday,21,Night
463,2024,6,Saturday,22,Night
464,2024,6,Saturday,23,Night
465,2024,6,Sunday,0,Night
466,2024,6,Sunday,3,Night
467,2024,6,Sunday,9,Day
468,2024,6,Sunday,10,Day
469,2024,6,Sunday,11,Day
470,2024,6,Sunday,12,Day
471,2024,6,Sunday,13,Day
472,2024,6,Sunday,14,Day
473,2024,6,Sunday,16,Day
474,2024,6,Sunday,20,Night
475,2024,6,Sunday,21,Night
476,2024,6,Sunday,23,Night
477,2024,6,Thursday,8,Day
478,2024,6,Thursday,10,Day
479,2024,6,Thursday,17,Day
480,2024,6,Thursday,18,Night
481,2024,6,Thursday,19,Night
482,2024,6,Thursday,21,Night
483,2024,6,Thursday,0,Unknown
484,2024,6,Tuesday,5,Night
485,2024,6,Tuesday,6,Day
486,2024,6,Tuesday,7,Day
487,2024,6,Tuesday,8,Day
488,2024,6,Tuesday,10,Day
489,2024,6,Tuesday,11,Day
490,2024,6,Tuesday,14,Day
491,2024,6,Tuesday,15,Day
492,2024,6,Tuesday,17,Day
493,2024,6,Tuesday,21,Night
494,2024,6,Wednesday,0,Night
495,2024,6,Wednesday,3,Night
496,2024,6,Wednesday,6,Day
497,2024,6,Wednesday,9,Day
498,2024,6,Wednesday,11,Day
499,2024,6,Wednesday,12,Day
500,2024,6,Wednesday,13,Day
501,2024,6,Wednesday,17,Day
502,2024,6,Wednesday,21,Night
503,2024,6,Wednesday,22,Night
504,2024,6,Wednesday,23,Night
505,2024,5,Friday,14,Day
506,2024,5,Friday,15,Day
507,2024,5,Friday,16,Day
508,2024,5,Friday,18,Night
509,2024,5,Friday,20,Night
510,2024,5,Friday,21,Night
511,2024,5,Friday,22,Night
512,2024,5,Monday,3,Night
513,2024,5,Monday,9,Day
514,2024,5,Monday,12,Day
515,2024,5,Monday,17,Day
516,2024,5,Monday,19,Night
517,2024,5,Saturday,14,Day
518,2024,5,Saturday,16,Day
519,2024,5,Saturday,17,Day
520,2024,5,Sunday,0,Night
521,2024,5,Sunday,5,Night
522,2024,5,Sunday,12,Day
523,2024,5,Sunday,14,Day
524,2024,5,Sunday,16,Day
525,2024,5,Sunday,18,Night
526,2024,5,Sunday,19,Night
527,2024,5,Sunday,22,Night
528,2024,5,Thursday,5,Night
529,2024,5,Thursday,7,Day
530,2024,5,Thursday,8,Day
531,2024,5,Thursday,10,Day
532,2024,5,Thursday,12,Day
533,2024,5,Thursday,16,Day
534,2024,5,Thursday,17,Day
535,2024,5,Thursday,19,Night
536,2024,5,Thursday,20,Night
537,2024,5,Thursday,23,Night
538,2024,5,Thursday,0,Unknown
539,2024,5,Tuesday,2,Night
540,2024,5,Tuesday,5,Night
541,2024,5,Tuesday,6,Day
542,2024,5,Tuesday,7,Day
543,2024,5,Tuesday,8,Day
544,2024,5,Tuesday,10,Day
545,2024,5,Tuesday,11,Day
546,2024,5,Tuesday,13,Day
547,2024,5,Tuesday,15,Day
548,2024,5,Tuesday,16,Day
549,2024,5,Tuesday,17,Day
550,2024,5,Tuesday,18,Night
551,2024,5,Tuesday,19,Night
552,2024,5,Tuesday,22,Night
553,2024,5,Wednesday,0,Night
554,2024,5,Wednesday,4,Night
555,2024,5,Wednesday,5,Night
556,2024,5,Wednesday,7,Day
557,2024,5,Wednesday,8,Day
558,2024,5,Wednesday,11,Day
559,2024,5,Wednesday,13,Day
560,2024,5,Wednesday,15,Day
561,2024,5,Wednesday,16,Day
562,2024,5,Wednesday,17,Day
563,2024,5,Wednesday,18,Night
564,2024,5,Wednesday,19,Night
565,2024,5,Wednesday,20,Night
566,2024,5,Wednesday,21,Night
567,2024,5,Wednesday,23,Night
568,2024,4,Friday,0,Night
569,2024,4,Friday,1,Night
570,2024,4,Friday,3,Night
571,2024,4,Friday,12,Day
572,2024,4,Friday,13,Day
573,2024,4,Friday,15,Day
574,2024,4,Friday,18,Night
575,2024,4,Friday,23,Night
576,2024,4,Monday,4,Night
577,2024,4,Monday,7,Day
578,2024,4,Monday,8,Day
579,2024,4,Monday,12,Day
580,2024,4,Monday,13,Day
581,2024,4,Monday,14,Day
582,2024,4,Monday,16,Day
583,2024,4,Monday,19,Night
584,2024,4,Saturday,1,Night
585,2024,4,Saturday,2,Night
586,2024,4,Saturday,7,Day
587,2024,4,Saturday,8,Day
588,2024,4,Saturday,9,Day
589,2024,4,Saturday,11,Day
590,2024,4,Saturday,12,Day
591,2024,4,Saturday,19,Night
592,2024,4,Saturday,22,Night
593,2024,4,Sunday,0,Night
594,2024,4,Sunday,2,Night
595,2024,4,Sunday,5,Night
596,2024,4,Sunday,8,Day
597,2024,4,Sunday,9,Day
598,2024,4,Sunday,10,Day
599,2024,4,Sunday,11,Day
600,2024,4,Sunday,12,Day
601,2024,4,Sunday,13,Day
602,2024,4,Sunday,14,Day
603,2024,4,Sunday,15,Day
604,2024,4,Sunday,18,Night
605,2024,4,Sunday,19,Night
606,2024,4,Sunday,21,Night
607,2024,4,Sunday,22,Night
608,2024,4,Thursday,0,Night
609,2024,4,Thursday,2,Night
610,2024,4,Thursday,6,Day
611,2024,4,Thursday,7,Day
612,2024,4,Thursday,8,Day
613,2024,4,Thursday,9,Day
614,2024,4,Thursday,11,Day
615,2024,4,Thursday,12,Day
616,2024,4,Thursday,13,Day
617,2024,4,Thursday,14,Day
618,2024,4,Thursday,15,Day
619,2024,4,Thursday,18,Night
620,2024,4,Tuesday,4,Night
621,2024,4,Tuesday,9,Day
622,2024,4,Tuesday,10,Day
623,2024,4,Tuesday,12,Day
624,2024,4,Tuesday,13,Day
625,2024,4,Tuesday,14,Day
626,2024,4,Tuesday,15,Day
627,2024,4,Tuesday,16,Day
628,2024,4,Tuesday,17,Day
629,2024,4,Tuesday,19,Night
630,2024,4,Tuesday,20,Night
631,2024,4,Tuesday,21,Night
632,2024,4,Wednesday,4,Night
633,2024,4,Wednesday,6,Day
634,2024,4,Wednesday,12,Day
635,2024,4,Wednesday,13,Day
636,2024,4,Wednesday,15,Day
637,2024,4,Wednesday,16,Day
638,2024,4,Wednesday,17,Day
639,2024,4,Wednesday,22,Night
640,2024,3,Friday,1,Night
641,2024,3,Friday,3,Night
642,2024,3,Friday,5,Night
643,2024,3,Friday,11,Day
644,2024,3,Friday,12,Day
645,2024,3,Friday,13,Day
646,2024,3,Friday,14,Day
647,2024,3,Friday,15,Day
648,2024,3,Friday,17,Day
649,2024,3,Friday,19,Night
650,2024,3,Friday,21,Night
651,2024,3,Friday,22,Night
652,2024,3,Friday,23,Night
653,2024,3,Monday,2,Night
654,2024,3,Monday,3,Night
655,2024,3,Monday,11,Day
656,2024,3,Monday,14,Day
657,2024,3,Monday,15,Day
658,2024,3,Monday,20,Night
659,2024,3,Monday,22,Night
660,2024,3,Saturday,2,Night
661,2024,3,Saturday,6,Day
662,2024,3,Saturday,8,Day
663,2024,3,Saturday,11,Day
664,2024,3,Saturday,13,Day
665,2024,3,Saturday,14,Day
666,2024,3,Saturday,16,Day
667,2024,3,Saturday,18,Night
668,2024,3,Saturday,22,Night
669,2024,3,Saturday,23,Night
670,2024,3,Sunday,4,Night
671,2024,3,Sunday,7,Day
672,2024,3,Sunday,9,Day
673,2024,3,Sunday,11,Day
674,2024,3,Sunday,12,Day
675,2024,3,Sunday,15,Day
676,2024,3,Sunday,17,Day
677,2024,3,Sunday,18,Night
678,2024,3,Sunday,19,Night
679,2024,3,Sunday,20,Night
680,2024,3,Sunday,21,Night
681,2024,3,Sunday,22,Night
682,2024,3,Thursday,0,Night
683,2024,3,Thursday,2,Night
684,2024,3,Thursday,3,Night
685,2024,3,Thursday,5,Night
686,2024,3,Thursday,6,Day
687,2024,3,Thursday,9,Day
688,2024,3,Thursday,10,Day
689,2024,3,Thursday,11,Day
690,2024,3,Thursday,12,Day
691,2024,3,Thursday,13,Day
692,2024,3,Thursday,14,Day
693,2024,3,Thursday,15,Day
694,2024,3,Thursday,16,Day
695,2024,3,Thursday,17,Day
696,2024,3,Thursday,20,Night
697,2024,3,Thursday,23,Night
698,2024,3,Tuesday,3,Night
699,2024,3,Tuesday,5,Night
700,2024,3,Tuesday,7,Day
701,2024,3,Tuesday,9,Day
702,2024,3,Tuesday,14,Day
703,2024,3,Tuesday,17,Day
704,2024,3,Tuesday,19,Night
705,2024,3,Wednesday,2,Night
706,2024,3,Wednesday,5,Night
707,2024,3,Wednesday,6,Day
708,2024,3,Wednesday,14,Day
709,2024,3,Wednesday,20,Night
710,2024,2,Friday,3,Night
711,2024,2,Friday,6,Day
712,2024,2,Friday,7,Day
713,2024,2,Friday,8,Day
714,2024,2,Friday,9,Day
715,2024,2,Friday,11,Day
716,2024,2,Friday,13,Day
717,2024,2,Friday,14,Day
718,2024,2,Friday,15,Day
719,2024,2,Friday,16,Day
720,2024,2,Friday,17,Day
721,2024,2,Friday,19,Night
722,2024,2,Friday,20,Night
723,2024,2,Monday,2,Night
724,2024,2,Monday,3,Night
725,2024,2,Monday,5,Night
726,2024,2,Monday,7,Day
727,2024,2,Monday,10,Day
728,2024,2,Monday,12,Day
729,2024,2,Monday,16,Day
730,2024,2,Monday,17,Day
731,2024,2,Monday,21,Night
732,2024,2,Saturday,1,Night
733,2024,2,Saturday,3,Night
734,2024,2,Saturday,4,Night
735,2024,2,Saturday,10,Day
736,2024,2,Saturday,11,Day
737,2024,2,Saturday,12,Day
738,2024,2,Saturday,13,Day
739,2024,2,Saturday,14,Day
740,2024,2,Saturday,15,Day
741,2024,2,Saturday,17,Day
742,2024,2,Saturday,18,Night
743,2024,2,Saturday,19,Night
744,2024,2,Sunday,0,Night
745,2024,2,Sunday,3,Night
746,2024,2,Sunday,4,Night
747,2024,2,Sunday,6,Day
748,2024,2,Sunday,9,Day
749,2024,2,Sunday,10,Day
750,2024,2,Sunday,11,Day
751,2024,2,Sunday,12,Day
752,2024,2,Sunday,14,Day
753,2024,2,Sunday,15,Day
754,2024,2,Sunday,18,Night
755,2024,2,Sunday,19,Night
756,2024,2,Thursday,2,Night
757,2024,2,Thursday,7,Day
758,2024,2,Thursday,8,Day
759,2024,2,Thursday,12,Day
760,2024,2,Thursday,13,Day
761,2024,2,Thursday,14,Day
762,2024,2,Thursday,15,Day
763,2024,2,Thursday,17,Day
764,2024,2,Thursday,20,Night
765,2024,2,Thursday,21,Night
766,2024,2,Tuesday,4,Night
767,2024,2,Tuesday,6,Day
768,2024,2,Tuesday,7,Day
769,2024,2,Tuesday,8,Day
770,2024,2,Tuesday,9,Day
771,2024,2,Tuesday,10,Day
772,2024,2,Tuesday,13,Day
773,2024,2,Tuesday,19,Night
774,2024,2,Tuesday,23,Night
775,2024,2,Wednesday,7,Day
776,2024,2,Wednesday,11,Day
777,2024,2,Wednesday,12,Day
778,2024,2,Wednesday,13,Day
779,2024,2,Wednesday,14,Day
780,2024,2,Wednesday,19,Night
781,2024,2,Wednesday,20,Night
782,2024,2,Wednesday,21,Night
783,2024,1,Friday,5,Night
784,2024,1,Friday,6,Day
785,2024,1,Friday,9,Day
786,2024,1,Friday,11,Day
787,2024,1,Friday,15,Day
788,2024,1,Friday,16,Day
789,2024,1,Friday,17,Day
790,2024,1,Friday,19,Night
791,2024,1,Friday,20,Night
792,2024,1,Friday,21,Night
793,2024,1,Friday,23,Night
794,2024,1,Friday,0,Unknown
795,2024,1,Monday,0,Night
796,2024,1,Monday,8,Day
797,2024,1,Monday,14,Day
798,2024,1,Monday,15,Day
799,2024,1,Monday,17,Day
800,2024,1,Monday,18,Night
801,2024,1,Monday,21,Night
802,2024,1,Monday,23,Night
803,2024,1,Saturday,2,Night
804,2024,1,Saturday,9,Day
805,2024,1,Saturday,11,Day
806,2024,1,Saturday,13,Day
807,2024,1,Saturday,15,Day
808,2024,1,Saturday,19,Night
809,2024,1,Saturday,20,Night
810,2024,1,Saturday,21,Night
811,2024,1,Saturday,22,Night
812,2024,1,Sunday,0,Night
813,2024,1,Sunday,2,Night
814,2024,1,Sunday,11,Day
815,2024,1,Sunday,12,Day
816,2024,1,Sunday,15,Day
817,2024,1,Sunday,16,Day
818,2024,1,Sunday,22,Night
819,2024,1,Thursday,0,Night
820,2024,1,Thursday,3,Night
821,2024,1,Thursday,5,Night
822,2024,1,Thursday,7,Day
