Crash_ID,Time_ID,Speed_ID,State_ID,Remoteness_ID,Road_type_ID,Crash_type_ID,Vehicle_ID,Holiday_ID,Month,Year,Dayweek,LGA_name,Number Fatalities
20165143,18,6,6,3,3,1,1,2,7,2016,Friday,Claremont,1
20165037,18,3,6,1,2,1,1,2,7,2016,Friday,Dardanup,1
20161075,18,1,1,2,3,1,1,2,7,2016,Friday,Gunnedah,2
20163186,19,6,4,0,4,2,1,2,7,2016,Friday,Unknown,1
20165106,19,2,6,1,3,1,1,2,7,2016,Friday,Harvey,1
20161216,19,8,1,1,3,1,1,2,7,2016,Friday,Mid-Coast,1
20165150,23,3,6,3,2,1,1,2,7,2016,Friday,Victoria Park,1
20166001,23,1,2,1,3,2,1,2,7,2016,Friday,Clarence,1
20167025,4,13,8,4,3,1,1,2,7,2016,Monday,Barkly,1
20162004,4,1,3,1,1,2,5,2,7,2016,Monday,Greater Shepparton,1
20163151,5,1,4,0,4,1,1,2,7,2016,Monday,Unknown,1
20162023,13,2,3,3,3,2,1,2,7,2016,Monday,Knox,1
20163121,14,3,4,0,4,1,1,2,7,2016,Monday,Unknown,1
20163166,14,1,4,0,4,1,1,2,7,2016,Monday,Unknown,1
20163173,15,2,4,0,4,2,1,2,7,2016,Monday,Unknown,1
20163041,16,7,4,0,4,1,1,2,7,2016,Monday,Unknown,1
20162115,18,1,3,2,5,1,1,2,7,2016,Monday,Corangamite,1
20162066,18,2,3,3,3,1,1,2,7,2016,Monday,Greater Dandenong,1
20162076,0,6,3,1,2,1,1,2,7,2016,Saturday,Wodonga,1
20161152,0,3,1,2,2,1,1,2,7,2016,Saturday,Griffith,1
20163077,2,1,4,0,4,1,1,2,7,2016,Saturday,Unknown,1
20162129,2,6,3,3,5,1,1,2,7,2016,Saturday,Melbourne,1
20162082,4,7,3,3,3,2,1,2,7,2016,Saturday,Moreland,1
20161063,5,1,1,2,5,1,1,2,7,2016,Saturday,Forbes,1
20168006,5,1,7,1,3,1,1,2,7,2016,Saturday,Unincorporated ACT,1
20163060,7,6,4,0,4,1,1,2,7,2016,Saturday,Unknown,1
20165073,7,8,6,1,3,2,1,2,7,2016,Saturday,Mundaring,1
20162271,8,1,3,1,1,1,1,2,7,2016,Saturday,Wellington,1
20163051,12,2,4,0,4,2,1,2,7,2016,Saturday,Unknown,1
20161041,12,1,1,2,3,2,1,2,7,2016,Saturday,Tenterfield,1
20164033,12,3,5,2,8,1,1,2,7,2016,Saturday,Goyder,1
20163140,13,1,4,0,4,1,1,2,7,2016,Saturday,Unknown,2
20163202,15,2,4,0,4,2,3,2,7,2016,Saturday,Unknown,1
20161109,15,2,1,1,6,2,1,2,7,2016,Saturday,Lake Macquarie,1
20165045,16,2,6,4,3,2,1,2,7,2016,Saturday,Wyndham-East Kimberley,1
20161197,17,9,1,1,5,1,1,2,7,2016,Saturday,Clarence Valley,1
20161192,17,5,1,1,3,1,1,2,7,2016,Saturday,Port Macquarie-Hastings,1
20163233,19,1,4,0,4,1,1,2,7,2016,Saturday,Unknown,1
20161130,19,8,1,1,3,1,1,2,7,2016,Saturday,Ballina,1
20162118,20,2,3,1,3,2,1,2,7,2016,Saturday,Baw Baw,1
20162224,21,1,3,1,6,1,1,2,7,2016,Saturday,Mitchell,1
20165094,21,8,6,4,1,1,1,2,7,2016,Saturday,Mount Magnet,1
20165046,21,2,6,3,1,1,1,2,7,2016,Saturday,Mundaring,1
20162195,23,6,3,1,5,1,1,2,7,2016,Saturday,Ballarat,1
20162116,0,2,3,1,3,1,1,2,7,2016,Sunday,Greater Bendigo,1
20161131,1,5,1,1,5,1,1,2,7,2016,Sunday,Dungog,1
20163227,5,6,4,0,4,1,1,2,7,2016,Sunday,Unknown,1
20163092,7,1,4,0,4,1,1,2,7,2016,Sunday,Unknown,1
20164042,7,1,5,2,6,1,1,2,7,2016,Sunday,Grant,1
20161280,9,7,1,3,1,1,1,2,7,2016,Sunday,Central Coast,1
20162136,9,6,3,3,5,1,1,2,7,2016,Sunday,Greater Geelong,1
20161350,12,3,1,3,2,1,1,2,7,2016,Sunday,Bayside,1
20163122,13,6,4,0,4,2,1,2,7,2016,Sunday,Unknown,1
20163126,15,1,4,0,4,1,1,2,7,2016,Sunday,Unknown,1
20165054,15,8,6,1,1,2,1,2,7,2016,Sunday,Toodyay,1
20161034,16,3,1,1,1,2,1,2,7,2016,Sunday,Mid-Coast,1
20162107,17,1,3,1,1,1,1,2,7,2016,Sunday,Baw Baw,1
20162097,18,1,3,1,3,2,1,2,7,2016,Sunday,Moyne,1
20165152,20,8,6,4,2,1,1,2,7,2016,Sunday,Meekatharra,1
20161096,21,3,1,3,6,1,1,2,7,2016,Sunday,Central Coast,1
20161128,21,1,1,3,5,1,1,2,7,2016,Sunday,Port Stephens,2
20165055,22,1,6,3,3,1,1,2,7,2016,Sunday,Mundaring,1
20161275,23,9,1,5,5,1,1,2,7,2016,Sunday,Unincorporated,1
20161102,0,2,1,1,1,1,1,2,7,2016,Thursday,Port Stephens,1
20161119,1,3,1,2,2,1,1,2,7,2016,Thursday,Armidale Regional,2
20162020,2,2,3,3,1,1,1,2,7,2016,Thursday,Monash,1
20161290,6,6,1,3,1,1,1,2,7,2016,Thursday,Hornsby,1
20161162,11,1,1,2,1,1,1,2,7,2016,Thursday,Mid-Western Regional,1
20165084,14,3,6,3,2,2,3,2,7,2016,Thursday,Wanneroo,1
20165090,15,1,6,1,2,1,1,2,7,2016,Thursday,Collie,1
20163095,18,2,4,0,4,1,1,2,7,2016,Thursday,Unknown,1
20163190,18,1,4,0,4,1,1,2,7,2016,Thursday,Unknown,1
20167028,21,1,8,4,1,1,1,2,7,2016,Thursday,Central Desert,1
20167015,2,8,8,4,5,1,1,2,7,2016,Tuesday,Victoria Daly,1
20162114,11,8,3,1,3,2,3,2,7,2016,Tuesday,Moorabool,1
20161307,15,1,1,2,3,1,1,2,7,2016,Tuesday,Tamworth Regional,1
20161344,16,3,1,3,6,2,1,2,7,2016,Tuesday,Cumberland,1
20165083,17,8,6,5,1,2,1,2,7,2016,Tuesday,Northampton,1
20162064,18,1,3,1,5,2,1,2,7,2016,Tuesday,Murrindindi,1
20163025,21,2,4,0,4,1,1,2,7,2016,Tuesday,Unknown,1
20162178,23,1,3,1,3,1,1,2,7,2016,Tuesday,Greater Geelong,1
20165144,0,8,6,2,1,1,1,2,7,2016,Wednesday,Quairading,1
20162155,1,2,3,2,1,1,1,2,7,2016,Wednesday,Wellington,1
20161304,2,2,1,1,2,1,1,2,7,2016,Wednesday,Lismore,1
20165005,6,8,6,5,3,1,1,2,7,2016,Wednesday,Dalwallinu,1
20162086,7,1,3,1,2,1,1,2,7,2016,Wednesday,Macedon Ranges,1
20168005,7,1,7,1,3,2,1,2,7,2016,Wednesday,Unincorporated ACT,1
20163172,12,1,4,0,4,2,1,2,7,2016,Wednesday,Unknown,1
20162145,16,6,3,3,1,1,5,2,7,2016,Wednesday,Boroondara,1
20163035,17,9,4,0,4,1,1,2,7,2016,Wednesday,Unknown,1
20165056,21,5,6,3,1,1,1,2,7,2016,Wednesday,Swan,1
20162127,23,2,3,1,5,2,3,2,7,2016,Wednesday,Greater Shepparton,1
20161293,4,1,1,2,1,2,5,2,6,2016,Friday,Cabonne,1
20163148,7,1,4,0,4,1,3,2,6,2016,Friday,Unknown,1
20161228,8,3,1,3,6,1,1,2,6,2016,Friday,Cumberland,1
20161243,10,5,1,3,1,2,1,2,6,2016,Friday,Parramatta,1
20163178,15,1,4,0,4,2,1,2,6,2016,Friday,Unknown,2
20163170,15,1,4,0,4,2,1,2,6,2016,Friday,Unknown,1
20161284,15,7,1,3,6,1,1,2,6,2016,Friday,Lake Macquarie,1
20161326,16,3,1,3,2,2,8,2,6,2016,Friday,Fairfield,1
20163229,18,2,4,0,4,1,1,2,6,2016,Friday,Unknown,1
20164003,18,8,5,1,1,1,1,2,6,2016,Friday,Murray Bridge,1
20162072,20,1,3,2,5,1,1,2,6,2016,Friday,East Gippsland,2
20165001,21,6,6,3,1,1,1,2,6,2016,Friday,Wanneroo,1
20161239,23,1,1,2,1,1,1,2,6,2016,Friday,Mid-Western Regional,2
20163160,0,1,4,0,4,1,1,2,6,2016,Monday,Unknown,1
20162269,5,2,3,1,1,1,1,2,6,2016,Monday,Yarra Ranges,1
20163044,7,2,4,0,4,2,5,2,6,2016,Monday,Unknown,1
20162041,8,8,3,2,3,1,1,2,6,2016,Monday,Mildura,1
20162031,11,1,3,2,3,2,1,2,6,2016,Monday,Towong,1
20162044,12,6,3,1,1,2,1,2,6,2016,Monday,Wangaratta,1
20163040,16,6,4,0,4,1,1,2,6,2016,Monday,Unknown,1
20162164,16,2,3,3,1,2,1,2,6,2016,Monday,Wyndham,1
20162062,17,5,3,1,1,1,1,2,6,2016,Monday,Whittlesea,1
20165029,19,6,6,4,2,1,1,2,6,2016,Monday,Derby-West Kimberley,1
20162185,19,1,3,1,5,2,1,2,6,2016,Monday,Bass Coast,1
20161039,1,1,1,2,5,1,1,2,6,2016,Saturday,Bland,1
20161113,1,7,1,3,1,1,1,2,6,2016,Saturday,Newcastle,1
20163071,7,1,4,0,4,2,3,2,6,2016,Saturday,Unknown,2
20162169,7,1,3,1,3,1,1,2,6,2016,Saturday,Hepburn,2
20165134,8,8,6,0,4,1,1,2,6,2016,Saturday,Unknown,1
20162160,9,2,3,1,5,1,1,2,6,2016,Saturday,Bass Coast,1
20161258,11,1,1,2,5,2,1,2,6,2016,Saturday,Kyogle,1
20161185,15,1,1,1,3,1,1,2,6,2016,Saturday,Wollongong,1
20162156,15,1,3,1,1,2,1,2,6,2016,Saturday,Indigo,1
20163006,17,6,4,0,4,1,1,2,6,2016,Saturday,Unknown,1
20161122,17,6,1,3,3,1,1,2,6,2016,Saturday,Lake Macquarie,1
20164051,18,6,5,3,1,1,1,2,6,2016,Saturday,Port Adelaide Enfield,1
20161007,21,6,1,1,2,1,1,2,6,2016,Saturday,Port Macquarie-Hastings,1
20162175,21,2,3,3,3,1,1,2,6,2016,Saturday,Kingston (Vic.),1
20163147,22,2,4,0,4,1,1,2,6,2016,Saturday,Unknown,1
20161146,22,6,1,3,1,2,1,2,6,2016,Saturday,Woollahra,1
20161240,2,6,1,3,6,2,1,2,6,2016,Sunday,Blacktown,1
20163102,3,7,4,0,4,1,1,2,6,2016,Sunday,Unknown,1
20164012,4,1,5,2,5,1,1,2,6,2016,Sunday,Yorke Peninsula,1
20161024,6,1,1,1,1,2,1,2,6,2016,Sunday,Singleton,1
20161269,8,2,1,1,2,1,1,2,6,2016,Sunday,Richmond Valley,1
20163231,11,2,4,0,4,2,1,2,6,2016,Sunday,Unknown,1
20161157,14,2,1,2,1,2,1,2,6,2016,Sunday,Mid-Western Regional,1
20162170,18,1,3,1,6,1,1,2,6,2016,Sunday,Murrindindi,1
20165130,18,4,6,1,3,1,1,2,6,2016,Sunday,Harvey,1
20163199,19,1,4,0,4,2,1,2,6,2016,Sunday,Unknown,1
20164025,19,3,5,1,2,1,1,2,6,2016,Sunday,Alexandrina,1
20161067,20,1,1,1,3,2,3,2,6,2016,Sunday,Port Macquarie-Hastings,1
20161095,21,5,1,1,1,1,1,2,6,2016,Sunday,Mid-Coast,1
20162198,22,2,3,3,2,2,1,2,6,2016,Sunday,Hume,2
20165064,0,8,6,2,2,1,1,2,6,2016,Thursday,Cuballing,1
20163230,2,7,4,0,4,1,1,2,6,2016,Thursday,Unknown,1
20161044,2,1,1,1,5,1,1,2,6,2016,Thursday,Goulburn Mulwaree,1
20162090,6,1,3,3,3,2,3,2,6,2016,Thursday,Brimbank,1
20163168,7,1,4,0,4,1,1,2,6,2016,Thursday,Unknown,1
20163056,12,6,4,0,4,2,1,2,6,2016,Thursday,Unknown,1
20161137,12,2,1,1,1,1,1,2,6,2016,Thursday,Mid-Coast,1
20165048,13,2,6,3,1,1,1,2,6,2016,Thursday,Rockingham,1
20163181,15,6,4,0,4,1,1,2,6,2016,Thursday,Unknown,1
20162096,15,3,3,3,5,2,1,2,6,2016,Thursday,Maribyrnong,1
20165051,15,8,6,2,3,1,1,2,6,2016,Thursday,West Arthur,1
20161101,16,3,1,3,2,1,1,2,6,2016,Thursday,Penrith,1
20165120,16,3,6,3,2,2,1,2,6,2016,Thursday,Stirling,1
20161064,17,1,1,2,1,2,1,2,6,2016,Thursday,Warrumbungle,1
20161172,17,6,1,3,2,1,1,2,6,2016,Thursday,Parramatta,1
20167020,18,7,8,2,1,1,1,2,6,2016,Thursday,Darwin,1
20161325,21,1,1,1,3,2,3,2,6,2016,Thursday,Coffs Harbour,1
20162105,0,1,3,3,3,2,1,2,6,2016,Tuesday,Moreland,1
20161005,6,3,1,3,2,1,1,2,6,2016,Tuesday,Parramatta,1
20165042,8,8,6,1,2,1,1,2,6,2016,Tuesday,Busselton,1
20164074,9,2,5,1,1,2,1,2,6,2016,Tuesday,Adelaide Hills,1
20161148,10,3,1,3,2,1,1,2,6,2016,Tuesday,Canterbury-Bankstown,1
20161140,13,1,1,2,1,2,3,2,6,2016,Tuesday,Uralla,2
20164014,15,3,5,1,2,2,1,2,6,2016,Tuesday,Murray Bridge,1
20166009,17,1,2,2,2,2,3,2,6,2016,Tuesday,Waratah-Wynyard,2
20164007,19,2,5,2,1,2,3,2,6,2016,Tuesday,Tatiara,1
20165166,5,3,6,3,2,1,1,2,6,2016,Wednesday,Joondalup,1
20162087,6,1,3,1,1,2,1,2,6,2016,Wednesday,Indigo,1
20163192,10,7,4,0,4,1,1,2,6,2016,Wednesday,Unknown,1
20161166,14,1,1,2,2,2,1,2,6,2016,Wednesday,Snowy Monaro Regional,2
20161123,14,1,1,1,2,1,1,2,6,2016,Wednesday,Clarence Valley,1
20162199,17,6,3,3,1,1,1,2,6,2016,Wednesday,Whitehorse,1
20162034,17,7,3,3,6,2,1,2,6,2016,Wednesday,Brimbank,1
20161186,18,3,1,3,6,1,1,2,6,2016,Wednesday,Blacktown,1
20161217,5,3,1,3,2,1,1,2,5,2016,Friday,Burwood,1
20161265,6,7,1,3,1,2,5,2,5,2016,Friday,Ryde,1
20165061,6,6,6,3,1,1,1,2,5,2016,Friday,Subiaco,1
20162057,7,5,3,3,1,2,1,2,5,2016,Friday,Cardinia,1
20161155,8,6,1,3,6,2,5,2,5,2016,Friday,Northern Beaches,1
20161210,9,3,1,3,2,1,1,2,5,2016,Friday,Northern Beaches,1
20162018,18,6,3,3,6,1,8,2,5,2016,Friday,Hobsons Bay,1
20162144,18,6,3,3,1,2,1,2,5,2016,Friday,Whittlesea,1
20167019,18,6,8,5,3,2,1,2,5,2016,Friday,Alice Springs,2
20165013,19,1,6,1,2,1,1,2,5,2016,Friday,Collie,1
20161254,22,1,1,3,3,1,1,2,5,2016,Friday,Shellharbour,1
20161032,23,1,1,1,1,1,1,2,5,2016,Friday,Central Coast,2
20161310,4,2,1,3,1,2,5,2,5,2016,Monday,Sutherland,1
20162273,6,6,3,3,5,1,5,2,5,2016,Monday,Moreland,1
20162200,8,1,3,1,5,1,1,2,5,2016,Monday,Mitchell,1
20162039,9,2,3,3,6,2,1,2,5,2016,Monday,Casey,1
20163061,10,1,4,0,4,2,5,2,5,2016,Monday,Unknown,2
20161196,10,2,1,1,5,1,1,2,5,2016,Monday,Orange,1
20161001,12,8,1,5,3,1,1,2,5,2016,Monday,Bogan,1
20166024,13,6,2,4,1,2,1,2,5,2016,Monday,King Island,1
20162158,13,1,3,1,2,1,1,2,5,2016,Monday,Moira,1
20162242,14,2,3,3,5,1,1,2,5,2016,Monday,Mornington Peninsula,1
20163080,15,1,4,0,4,2,1,2,5,2016,Monday,Unknown,2
20163109,15,2,4,0,4,2,1,2,5,2016,Monday,Unknown,1
20164046,16,7,5,3,3,2,5,2,5,2016,Monday,Mitcham,1
20161097,19,3,1,3,2,1,1,2,5,2016,Monday,Fairfield,1
20162035,20,3,3,3,2,2,1,2,5,2016,Monday,Wyndham,1
20162065,20,1,3,1,5,1,1,2,5,2016,Monday,Loddon,1
20164001,20,1,5,2,6,2,3,2,5,2016,Monday,Port Pirie,1
20162236,22,8,3,1,3,2,1,2,5,2016,Monday,Greater Shepparton,1
20164064,22,8,5,2,3,1,1,2,5,2016,Monday,Naracoorte Lucindale,1
20161038,0,5,1,1,1,1,1,2,5,2016,Saturday,Mid-Coast,1
20161183,9,2,1,1,1,2,1,2,5,2016,Saturday,Mid-Coast,1
20162171,10,1,3,3,3,2,1,2,5,2016,Saturday,Brimbank,1
20168007,15,3,7,3,2,1,1,2,5,2016,Saturday,Unincorporated ACT,1
20165035,15,8,6,5,1,1,1,2,5,2016,Saturday,Trayning,1
20162138,16,2,3,3,5,1,1,2,5,2016,Saturday,Nillumbik,1
20165163,17,2,6,3,2,2,1,2,5,2016,Saturday,Kwinana,1
20161319,19,2,1,3,3,2,1,2,5,2016,Saturday,Port Stephens,1
20163024,20,2,4,0,4,2,3,2,5,2016,Saturday,Unknown,1
20161180,21,6,1,3,1,1,1,2,5,2016,Saturday,Cumberland,1
20161011,21,1,1,2,3,1,1,2,5,2016,Saturday,Singleton,1
20161224,5,2,1,1,3,1,1,2,5,2016,Sunday,Kempsey,1
20161276,6,8,1,1,3,1,1,2,5,2016,Sunday,Mid-Coast,1
20163169,8,1,4,0,4,1,1,2,5,2016,Sunday,Unknown,1
20165049,8,8,6,0,4,1,1,2,5,2016,Sunday,Unknown,1
20163132,10,1,4,0,4,1,1,2,5,2016,Sunday,Unknown,1
20161301,12,1,1,2,2,2,1,2,5,2016,Sunday,Bega Valley,1
20162212,13,1,3,2,2,1,1,2,5,2016,Sunday,Southern Grampians,1
20167039,15,2,8,2,2,1,1,2,5,2016,Sunday,Litchfield,1
20161118,15,5,1,1,3,2,1,2,5,2016,Sunday,Wingecarribee,1
20164030,15,3,5,3,2,1,1,2,5,2016,Sunday,Mitcham,1
20161021,16,3,1,3,2,2,1,2,5,2016,Sunday,Blacktown,1
20163196,17,6,4,0,4,1,1,2,5,2016,Sunday,Unknown,1
20167002,17,8,8,4,5,1,1,2,5,2016,Sunday,Roper Gulf,1
20165164,17,7,6,1,1,2,1,2,5,2016,Sunday,Serpentine-Jarrahdale,1
20161318,18,2,1,1,3,2,1,2,5,2016,Sunday,Port Macquarie-Hastings,1
20163085,20,6,4,0,4,2,1,2,5,2016,Sunday,Unknown,1
20162246,20,3,3,1,2,1,1,2,5,2016,Sunday,Warrnambool,1
20163125,22,9,4,0,4,1,1,2,5,2016,Sunday,Unknown,1
20165145,22,3,6,5,1,1,1,2,5,2016,Sunday,Gnowangerup,1
20165002,5,8,6,1,3,2,1,2,5,2016,Thursday,Chittering,1
20162182,7,6,3,1,5,1,1,2,5,2016,Thursday,Colac Otway,1
20163110,8,2,4,0,4,2,1,2,5,2016,Thursday,Unknown,2
20164050,13,8,5,5,1,1,3,2,5,2016,Thursday,Unincorporated SA,1
20165063,14,8,6,4,3,2,5,2,5,2016,Thursday,Coolgardie,1
20161062,16,8,1,4,3,1,1,2,5,2016,Thursday,Cobar,1
20161060,17,1,1,1,3,2,1,2,5,2016,Thursday,Wingecarribee,1
20163159,20,6,4,0,4,1,1,2,5,2016,Thursday,Unknown,1
20161134,20,3,1,3,2,1,1,2,5,2016,Thursday,Blacktown,1
20161002,21,3,1,1,2,1,1,2,5,2016,Thursday,Orange,1
20162056,22,1,3,2,1,1,1,2,5,2016,Thursday,Glenelg,1
20166003,23,1,2,2,5,1,1,2,5,2016,Thursday,Launceston,1
20161334,0,1,1,1,1,2,1,2,5,2016,Tuesday,Richmond Valley,1
20163210,2,6,4,0,4,1,3,2,5,2016,Tuesday,Unknown,1
20162168,8,1,3,3,3,2,7,2,5,2016,Tuesday,Moonee Valley,1
20161065,8,5,1,3,3,2,5,2,5,2016,Tuesday,Newcastle,1
20162228,8,6,3,3,1,2,1,2,5,2016,Tuesday,Wyndham,1
20165112,8,7,6,1,2,1,1,2,5,2016,Tuesday,Augusta Margaret River,1
20165008,10,8,6,0,4,1,5,2,5,2016,Tuesday,Unknown,1
20162181,12,7,3,3,3,1,1,2,5,2016,Tuesday,Whitehorse,1
20161049,15,3,1,3,2,2,1,2,5,2016,Tuesday,Bayside,1
20161299,17,2,1,3,1,1,1,2,5,2016,Tuesday,Campbelltown,1
20162111,19,6,3,3,1,2,1,2,5,2016,Tuesday,Bayside (Vic.),1
20163078,20,6,4,0,4,1,1,2,5,2016,Tuesday,Unknown,1
20162141,20,3,3,3,1,2,1,2,5,2016,Tuesday,Yarra Ranges,2
20165139,22,2,6,3,1,2,1,2,5,2016,Tuesday,Swan,1
20163073,5,6,4,0,4,1,1,2,5,2016,Wednesday,Unknown,1
20162230,6,2,3,3,1,2,1,2,5,2016,Wednesday,Knox,1
20163002,10,3,4,0,4,1,1,2,5,2016,Wednesday,Unknown,1
20164069,10,3,5,1,1,1,1,2,5,2016,Wednesday,Barossa,1
20164072,11,3,5,2,6,2,1,2,5,2016,Wednesday,Whyalla,1
20162210,11,6,3,1,2,2,1,2,5,2016,Wednesday,Ballarat,1
20161133,11,2,1,3,1,2,5,2,5,2016,Wednesday,Northern Beaches,1
20163218,14,1,4,0,4,2,8,2,5,2016,Wednesday,Unknown,1
20163134,15,6,4,0,4,2,1,2,5,2016,Wednesday,Unknown,1
20168010,17,9,7,3,2,2,1,2,5,2016,Wednesday,Unincorporated ACT,1
20163052,18,1,4,0,4,2,1,2,5,2016,Wednesday,Unknown,1
20162188,18,3,3,3,2,1,1,2,5,2016,Wednesday,Nillumbik,1
20165100,19,8,6,2,1,2,1,2,5,2016,Wednesday,Victoria Plains,2
20162073,6,8,3,1,3,2,1,2,4,2016,Friday,Moorabool,1
20163212,7,1,4,0,4,2,1,2,4,2016,Friday,Unknown,1
20163116,10,7,4,0,4,1,1,2,4,2016,Friday,Unknown,1
20163053,11,6,4,0,4,2,1,2,4,2016,Friday,Unknown,1
20162081,12,7,3,3,2,2,1,2,4,2016,Friday,Knox,1
20161342,15,7,1,3,1,2,5,2,4,2016,Friday,Fairfield,1
20162193,16,1,3,1,5,2,1,2,4,2016,Friday,Mitchell,1
20165141,17,3,6,3,2,1,1,2,4,2016,Friday,Wanneroo,1
20161069,17,1,1,1,2,1,1,2,4,2016,Friday,Tamworth Regional,1
20165091,17,8,6,2,1,2,1,2,4,2016,Friday,Wagin,1
20163083,18,7,4,0,4,2,1,2,4,2016,Friday,Unknown,1
20164061,19,3,5,3,2,1,1,2,4,2016,Friday,Marion,1
20162222,20,1,3,5,3,1,1,2,4,2016,Friday,Yarriambiack,1
20161309,20,1,1,1,5,1,1,2,4,2016,Friday,Clarence Valley,1
20163003,21,7,4,0,4,1,1,2,4,2016,Friday,Unknown,1
20166007,21,2,2,1,3,2,1,2,4,2016,Friday,Kingborough,1
20161009,22,1,1,2,2,1,1,2,4,2016,Friday,Parkes,1
20161199,23,7,1,3,1,1,1,2,4,2016,Friday,Blacktown,1
20166022,1,2,2,1,3,1,1,2,4,2016,Monday,Kingborough,1
20163165,7,1,4,0,4,1,1,2,4,2016,Monday,Unknown,1
20161027,7,6,1,3,1,1,1,2,4,2016,Monday,Ryde,1
20161295,8,1,1,1,1,2,1,2,4,2016,Monday,Hilltops,1
20163157,9,7,4,0,4,2,3,2,4,2016,Monday,Unknown,1
20161093,15,1,1,1,1,2,1,2,4,2016,Monday,Tamworth Regional,2
20165047,19,6,6,3,1,2,8,2,4,2016,Monday,Bayswater,1
20164076,19,1,5,3,5,2,1,2,4,2016,Monday,Adelaide Hills,1
20161016,19,1,1,1,2,1,1,2,4,2016,Monday,Mid-Coast,1
20162016,0,8,3,1,3,2,3,2,4,2016,Saturday,Ballarat,3
20161341,0,3,1,3,6,1,1,2,4,2016,Saturday,Lake Macquarie,1
20162135,0,6,3,3,1,2,1,2,4,2016,Saturday,Casey,1
20161098,1,2,1,1,1,1,1,2,4,2016,Saturday,Wingecarribee,1
20161331,2,1,1,2,1,1,1,2,4,2016,Saturday,Temora,1
20167021,2,6,8,2,1,1,1,2,4,2016,Saturday,Darwin,1
20161068,2,1,1,3,1,2,1,2,4,2016,Saturday,Sutherland,1
20163094,7,1,4,0,4,2,1,2,4,2016,Saturday,Unknown,1
20161048,7,8,1,2,3,1,1,2,4,2016,Saturday,Narromine,3
20161256,8,2,1,1,1,1,1,2,4,2016,Saturday,Wingecarribee,1
20161263,10,1,1,2,3,2,3,2,4,2016,Saturday,Tamworth Regional,1
20162201,14,1,3,1,1,1,1,2,4,2016,Saturday,Ballarat,1
20161294,20,6,1,1,5,1,1,2,4,2016,Saturday,Lismore,1
20163064,23,1,4,0,4,1,1,2,4,2016,Saturday,Unknown,2
20163107,4,1,4,0,4,2,3,2,4,2016,Sunday,Unknown,1
20161175,4,6,1,3,1,1,1,2,4,2016,Sunday,Central Coast,1
20163220,5,7,4,0,4,1,1,2,4,2016,Sunday,Unknown,1
20161315,10,3,1,3,2,1,8,2,4,2016,Sunday,Central Coast,1
20163032,11,8,4,0,4,2,1,2,4,2016,Sunday,Unknown,1
20161107,11,1,1,2,1,1,1,2,4,2016,Sunday,Cowra,1
20163144,12,1,4,0,4,2,1,2,4,2016,Sunday,Unknown,1
20164068,12,8,5,2,3,2,5,2,4,2016,Sunday,Port Pirie,4
20165135,12,8,6,4,3,1,1,2,4,2016,Sunday,Ravensthorpe,1
20165129,12,3,6,5,1,2,1,2,4,2016,Sunday,Manjimup,2
20162134,13,6,3,1,1,2,1,2,4,2016,Sunday,Nillumbik,1
20161187,13,1,1,1,1,1,1,2,4,2016,Sunday,Eurobodalla,1
20161040,14,2,1,1,2,1,1,2,4,2016,Sunday,Lockhart,1
20161174,14,1,1,1,1,1,1,2,4,2016,Sunday,Bathurst Regional,1
20163005,15,1,4,0,4,1,1,2,4,2016,Sunday,Unknown,1
20161333,17,2,1,3,1,1,1,2,4,2016,Sunday,Newcastle,1
20161103,17,6,1,1,3,1,1,2,4,2016,Sunday,Coffs Harbour,1
20161150,0,1,1,5,3,1,1,2,4,2016,Thursday,Unincorporated,1
20162183,2,1,3,3,3,1,1,2,4,2016,Thursday,Whittlesea,1
20161139,5,6,1,2,2,1,5,2,4,2016,Thursday,Greater Hume,1
20166033,7,1,2,2,6,1,1,2,4,2016,Thursday,Kentish,1
20161120,9,3,1,3,2,2,1,2,4,2016,Thursday,Cumberland,1
20166031,9,2,2,2,3,1,3,2,4,2016,Thursday,Southern Midlands,1
20163049,10,2,4,0,4,1,1,2,4,2016,Thursday,Unknown,1
20163043,14,2,4,0,4,1,1,2,4,2016,Thursday,Unknown,1
20166015,15,1,2,2,1,2,3,2,4,2016,Thursday,Latrobe (Tas.),2
20161189,16,6,1,3,1,2,8,2,4,2016,Thursday,Parramatta,1
20166026,16,5,2,1,3,2,1,2,4,2016,Thursday,Kingborough,1
20167030,18,2,8,2,1,2,1,2,4,2016,Thursday,Darwin,1
20161298,1,3,1,3,2,1,1,2,4,2016,Tuesday,Northern Beaches,1
20161006,6,1,1,3,3,2,3,2,4,2016,Tuesday,Fairfield,1
20162167,6,7,3,3,5,2,5,2,4,2016,Tuesday,Whittlesea,1
20165040,8,8,6,0,4,1,1,2,4,2016,Tuesday,Unknown,2
20164002,9,1,5,2,1,1,3,2,4,2016,Tuesday,Clare and Gilbert Valleys,1
20161182,9,8,1,5,3,2,3,2,4,2016,Tuesday,Hay,1
20164032,11,2,5,1,5,2,1,2,4,2016,Tuesday,Murray Bridge,1
20163235,12,3,4,0,4,1,1,2,4,2016,Tuesday,Unknown,1
20164036,12,2,5,2,3,1,1,2,4,2016,Tuesday,Berri Barmera,1
20167026,13,8,8,4,5,1,1,2,4,2016,Tuesday,Roper Gulf,1
20161332,13,8,1,2,3,1,1,2,4,2016,Tuesday,Dubbo Regional,1
20161083,14,9,1,3,1,1,1,2,4,2016,Tuesday,Inner West,1
