fatality_id,Crash_ID,Road_User,Gender,Age,Age_Group
2400,20231017,Passenger,Male,33,26_to_39
2401,20232229,Motorcycle rider,Male,29,26_to_39
2402,20233216,Passenger,Female,19,17_to_25
2403,20235104,Motorcycle rider,Male,67,65_to_74
2404,20231169,Driver,Male,84,75_or_older
2405,20231181,Driver,Male,33,26_to_39
2406,20232024,Driver,Male,53,40_to_64
2407,20231215,Motorcycle rider,Male,28,26_to_39
2408,20231199,Motorcycle rider,Male,69,65_to_74
2409,20236030,Motorcycle rider,Male,65,65_to_74
2410,20234092,Driver,Male,63,40_to_64
2411,20231212,Motorcycle rider,Male,30,26_to_39
2412,20234040,Pedestrian,Male,64,40_to_64
2413,20231208,Pedestrian,Male,29,26_to_39
2414,20231069,Driver,Male,28,26_to_39
2415,20232149,Motorcycle rider,Male,46,40_to_64
2416,20233082,Motorcycle rider,Male,37,26_to_39
2417,20232140,Driver,Male,39,26_to_39
2418,20232071,Driver,Male,77,75_or_older
2419,20232167,Pedal cyclist,Male,22,17_to_25
2420,20235138,Driver,Female,32,26_to_39
2421,20232075,Driver,Female,85,75_or_older
2422,20234028,Driver,Female,79,75_or_older
2423,20231276,Driver,Male,59,40_to_64
2424,20235088,Driver,Male,50,40_to_64
2425,20234072,Driver,Female,31,26_to_39
2426,20234075,Motorcycle rider,Male,72,65_to_74
2427,20232053,Motorcycle rider,Male,83,75_or_older
2428,20233037,Driver,Male,76,75_or_older
2429,20233048,Driver,Male,58,40_to_64
2430,20234014,Driver,Male,27,26_to_39
2431,20235133,Driver,Male,25,17_to_25
2432,20238001,Driver,Male,44,40_to_64
2433,20232055,Driver,Male,34,26_to_39
2434,20232148,Driver,Male,24,17_to_25
2435,20232060,Driver,Male,76,75_or_older
2436,20232060,Passenger,Female,71,65_to_74
2437,20232193,Passenger,Male,93,75_or_older
2438,20232162,Pedestrian,Female,99,75_or_older
2439,20232100,Driver,Male,68,65_to_74
2440,20232233,Passenger,Female,74,65_to_74
2441,20235072,Motorcycle rider,Male,16,0_to_16
2442,20236033,Driver,Male,47,40_to_64
2443,20232105,Pedestrian,Male,73,65_to_74
2444,20235106,Motorcycle rider,Female,57,40_to_64
2445,20232013,Driver,Male,28,26_to_39
2446,20233225,Pedestrian,Male,14,0_to_16
2447,20232221,Motorcycle rider,Male,71,65_to_74
2448,20233147,Driver,Male,20,17_to_25
2449,20234076,Passenger,Male,34,26_to_39
2450,20232176,Motorcycle rider,Male,36,26_to_39
2451,20231006,Driver,Male,48,40_to_64
2452,20233023,Driver,Female,24,17_to_25
2453,20233182,Motorcycle rider,Male,66,65_to_74
2454,20232132,Pedal cyclist,Male,68,65_to_74
2455,20232160,Driver,Male,40,40_to_64
2456,20232036,Pedal cyclist,Male,59,40_to_64
2457,20233041,Motorcycle rider,Male,31,26_to_39
2458,20232179,Motorcycle rider,Male,19,17_to_25
2459,20232041,Passenger,Female,66,65_to_74
2460,20232041,Driver,Male,82,75_or_older
2461,20232253,Driver,Female,65,65_to_74
2462,20235076,Motorcycle rider,Male,53,40_to_64
2463,20235076,Motorcycle pillion passenger,Female,54,40_to_64
2464,20233080,Motorcycle rider,Female,61,40_to_64
2465,20231197,Driver,Male,28,26_to_39
2466,20233124,Driver,Male,52,40_to_64
2467,20233236,Driver,Male,73,65_to_74
2468,20235086,Passenger,Male,21,17_to_25
2469,20231213,Passenger,Female,48,40_to_64
2470,20234081,Motorcycle rider,Male,28,26_to_39
2471,20231041,Driver,Female,43,40_to_64
2472,20233101,Pedestrian,Male,25,17_to_25
2473,20232155,Driver,Male,69,65_to_74
2474,20231282,Driver,Male,20,17_to_25
2475,20234103,Driver,Female,50,40_to_64
2476,20234097,Driver,Male,18,17_to_25
2477,20232003,Driver,Female,20,17_to_25
2478,20231196,Driver,Female,22,17_to_25
2479,20232078,Driver,Female,31,26_to_39
2480,20233149,Passenger,Male,51,40_to_64
2481,20233149,Driver,Female,43,40_to_64
2482,20232164,Driver,Male,47,40_to_64
2483,20231001,Driver,Male,55,40_to_64
2484,20235073,Driver,Male,81,75_or_older
2485,20231060,Motorcycle rider,Male,57,40_to_64
2486,20232058,Driver,Female,77,75_or_older
2487,20233188,Driver,Male,31,26_to_39
2488,20233129,Motorcycle rider,Male,61,40_to_64
2489,20232161,Driver,Female,33,26_to_39
2490,20233003,Motorcycle rider,Male,68,65_to_74
2491,20232073,Motorcycle rider,Female,19,17_to_25
2492,20231166,Driver,Male,71,65_to_74
2493,20232234,Driver,Female,29,26_to_39
2494,20236001,Driver,Female,35,26_to_39
2495,20231277,Motorcycle rider,Male,50,40_to_64
2496,20234039,Driver,Male,20,17_to_25
2497,20233047,Motorcycle rider,Male,27,26_to_39
2498,20234043,Driver,Female,21,17_to_25
2499,20231014,Driver,Male,18,17_to_25
2500,20233031,Motorcycle rider,Male,41,40_to_64
2501,20235015,Driver,Male,21,17_to_25
2502,20233164,Motorcycle rider,Male,15,0_to_16
2503,20234003,Pedal cyclist,Male,72,65_to_74
2504,20237004,Driver,Female,19,17_to_25
2505,20232054,Driver,Male,22,17_to_25
2506,20234023,Pedestrian,Female,75,75_or_older
2507,20232039,Passenger,Female,21,17_to_25
2508,20232092,Driver,Male,65,65_to_74
2509,20233239,Motorcycle rider,Male,48,40_to_64
2510,20233158,Passenger,Male,41,40_to_64
2511,20232008,Driver,Male,24,17_to_25
2512,20232139,Driver,Male,25,17_to_25
2513,20231013,Pedal cyclist,Male,45,40_to_64
2514,20231123,Driver,Male,25,17_to_25
2515,20231123,Passenger,Male,24,17_to_25
2516,20232019,Passenger,Female,29,26_to_39
2517,20236021,Driver,Male,63,40_to_64
2518,20238002,Driver,Male,21,17_to_25
2519,20232122,Driver,Female,30,26_to_39
2520,20232122,Driver,Male,48,40_to_64
2521,20232111,Driver,Female,64,40_to_64
2522,20234007,Driver,Female,25,17_to_25
2523,20231240,Pedestrian,Female,79,75_or_older
2524,20231099,Passenger,Female,4,0_to_16
2525,20231161,Pedal cyclist,Male,83,75_or_older
2526,20231099,Driver,Female,26,26_to_39
2527,20232259,Driver,Male,68,65_to_74
2528,20235119,Driver,Male,55,40_to_64
2529,20233174,Passenger,Male,40,40_to_64
2530,20233174,Driver,Female,38,26_to_39
2531,20233174,Passenger,Female,1,0_to_16
2532,20235045,Motorcycle rider,Male,39,26_to_39
2533,20235148,Motorcycle rider,Male,55,40_to_64
2534,20232101,Driver,Male,35,26_to_39
2535,20232120,Driver,Male,35,26_to_39
2536,20236013,Driver,Female,58,40_to_64
2537,20233253,Motorcycle rider,Male,59,40_to_64
2538,20235056,Driver,Male,22,17_to_25
2539,20235111,Motorcycle rider,Male,38,26_to_39
2540,20231209,Pedestrian,Female,64,40_to_64
2541,20231107,Passenger,Male,9,0_to_16
2542,20234083,Driver,Female,78,75_or_older
2543,20234083,Driver,Male,75,75_or_older
2544,20235051,Driver,Male,58,40_to_64
2545,20234046,Motorcycle rider,Male,65,65_to_74
2546,20233092,Motorcycle rider,Male,56,40_to_64
2547,20232082,Driver,Male,53,40_to_64
2548,20235079,Pedal cyclist,Male,51,40_to_64
2549,20232177,Passenger,Male,60,40_to_64
2550,20232177,Passenger,Male,47,40_to_64
2551,20232177,Passenger,Male,53,40_to_64
2552,20232177,Passenger,Male,48,40_to_64
2553,20233255,Motorcycle rider,Male,61,40_to_64
2554,20232142,Driver,Male,20,17_to_25
2555,20235028,Driver,Female,21,17_to_25
2556,20221099,Driver,Male,56,40_to_64
2557,20221136,Pedal cyclist,Male,70,65_to_74
2558,20225001,Passenger,Male,80,75_or_older
2559,20221056,Pedestrian,Female,95,75_or_older
2560,20221035,Driver,Female,80,75_or_older
2561,20221187,Driver,Female,39,26_to_39
2562,20221203,Driver,Male,63,40_to_64
2563,20223053,Passenger,Female,35,26_to_39
2564,20223053,Passenger,Male,79,75_or_older
2565,20223053,Driver,Female,70,65_to_74
2566,20221170,Driver,Female,70,65_to_74
2567,20222136,Motorcycle rider,Male,33,26_to_39
2568,20221220,Motorcycle rider,Male,54,40_to_64
2569,20221184,Passenger,Male,29,26_to_39
2570,20224015,Driver,Male,52,40_to_64
2571,20225027,Pedestrian,Female,53,40_to_64
2572,20221079,Driver,Male,19,17_to_25
2573,20225134,Pedestrian,Female,22,17_to_25
2574,20221252,Pedestrian,Male,40,40_to_64
2575,20221252,Pedestrian,Female,25,17_to_25
2576,20225015,Driver,Male,63,40_to_64
2577,20225048,Pedestrian,Male,60,40_to_64
2578,20222129,Passenger,Male,26,26_to_39
2579,20224050,Driver,Male,32,26_to_39
2580,20225124,Driver,Male,33,26_to_39
2581,20222153,Motorcycle rider,Male,44,40_to_64
2582,20222137,Pedestrian,Female,75,75_or_older
2583,20223141,Driver,Male,19,17_to_25
2584,20223045,Motorcycle pillion passenger,Female,35,26_to_39
2585,20223045,Motorcycle rider,Male,64,40_to_64
2586,20221135,Passenger,Female,98,75_or_older
2587,20223271,Passenger,Female,80,75_or_older
2588,20223271,Driver,Female,20,17_to_25
2589,20223108,Driver,Female,83,75_or_older
2590,20222193,Driver,Female,51,40_to_64
2591,20221109,Pedestrian,Male,77,75_or_older
2592,20225085,Passenger,Female,51,40_to_64
2593,20223173,Driver,Male,28,26_to_39
2594,20223123,Motorcycle rider,Male,76,75_or_older
2595,20226027,Driver,Male,47,40_to_64
2596,20223253,Motorcycle rider,Female,57,40_to_64
2597,20222022,Driver,Male,36,26_to_39
2598,20222063,Motorcycle rider,Female,49,40_to_64
2599,20225146,Driver,Male,19,17_to_25
2600,20223174,Passenger,Male,24,17_to_25
2601,20222171,Motorcycle rider,Male,30,26_to_39
2602,20225113,Driver,Male,54,40_to_64
2603,20224019,Driver,Female,58,40_to_64
2604,20225149,Driver,Male,32,26_to_39
2605,20225149,Passenger,Male,24,17_to_25
2606,20223023,Driver,Male,23,17_to_25
2607,20222237,Driver,Male,84,75_or_older
2608,20227028,Driver,Male,19,17_to_25
2609,20222194,Motorcycle rider,Male,37,26_to_39
2610,20225105,Motorcycle rider,Male,50,40_to_64
2611,20222085,Driver,Male,34,26_to_39
2612,20221166,Passenger,Female,24,17_to_25
2613,20223107,Passenger,Male,10,0_to_16
2614,20225008,Driver,Male,29,26_to_39
2615,20222030,Passenger,Male,82,75_or_older
2616,20223239,Driver,Male,39,26_to_39
2617,20222167,Pedestrian,Male,34,26_to_39
2618,20223148,Driver,Male,26,26_to_39
2619,20225118,Motorcycle rider,Male,33,26_to_39
2620,20225137,Driver,Male,44,40_to_64
2621,20221143,Pedestrian,Male,17,17_to_25
2622,20221248,Driver,Female,44,40_to_64
2623,20221194,Passenger,Male,6,0_to_16
2624,20223046,Pedestrian,Male,78,75_or_older
2625,20223093,Passenger,Female,96,75_or_older
2626,20221112,Motorcycle rider,Male,52,40_to_64
2627,20223058,Motorcycle rider,Male,34,26_to_39
2628,20221012,Motorcycle rider,Male,19,17_to_25
2629,20225083,Passenger,Male,14,0_to_16
2630,20221015,Driver,Female,24,17_to_25
2631,20225068,Driver,Male,29,26_to_39
2632,20223201,Motorcycle rider,Male,28,26_to_39
2633,20221202,Motorcycle rider,Male,49,40_to_64
2634,20225116,Driver,Female,32,26_to_39
2635,20225081,Driver,Female,25,17_to_25
2636,20225081,Passenger,Male,28,26_to_39
2637,20221061,Driver,Male,30,26_to_39
2638,20222198,Driver,Male,51,40_to_64
2639,20225028,Motorcycle pillion passenger,Female,37,26_to_39
2640,20224062,Driver,Male,19,17_to_25
2641,20224062,Passenger,Male,46,40_to_64
2642,20224062,Passenger,Female,17,17_to_25
2643,20221047,Motorcycle rider,Male,21,17_to_25
2644,20221009,Pedestrian,Female,27,26_to_39
2645,20223090,Passenger,Male,87,75_or_older
2646,20225033,Motorcycle rider,Male,36,26_to_39
2647,20222210,Driver,Female,44,40_to_64
2648,20225161,Pedal cyclist,Male,45,40_to_64
2649,20225157,Driver,Male,31,26_to_39
2650,20221150,Pedestrian,Male,82,75_or_older
2651,20223163,Passenger,Female,21,17_to_25
2652,20223199,Driver,Male,38,26_to_39
2653,20223163,Driver,Male,39,26_to_39
2654,20221082,Pedestrian,Female,75,75_or_older
2655,20223181,Motorcycle rider,Male,45,40_to_64
2656,20224055,Driver,Male,48,40_to_64
2657,20223206,Pedestrian,Male,73,65_to_74
2658,20224032,Motorcycle rider,Male,25,17_to_25
2659,20222052,Driver,Male,41,40_to_64
2660,20221262,Pedestrian,Female,69,65_to_74
2661,20222106,Pedestrian,Male,73,65_to_74
2662,20226038,Driver,Male,25,17_to_25
2663,20223272,Motorcycle rider,Male,39,26_to_39
2664,20225075,Driver,Female,64,40_to_64
2665,20222098,Motorcycle rider,Male,68,65_to_74
2666,20224002,Pedal cyclist,Male,55,40_to_64
2667,20221087,Driver,Male,26,26_to_39
2668,20222108,Pedestrian,Male,72,65_to_74
2669,20223062,Driver,Female,22,17_to_25
2670,20225128,Driver,Female,63,40_to_64
2671,20224013,Motorcycle rider,Male,33,26_to_39
2672,20222182,Pedal cyclist,Male,29,26_to_39
2673,20223051,Driver,Male,21,17_to_25
2674,20221233,Driver,Female,59,40_to_64
2675,20221105,Driver,Female,62,40_to_64
2676,20226040,Pedestrian,Male,74,65_to_74
2677,20221078,Pedestrian,Female,52,40_to_64
2678,20223219,Pedestrian,Female,77,75_or_older
2679,20222012,Pedestrian,Female,24,17_to_25
2680,20223091,Driver,Male,84,75_or_older
2681,20222013,Pedestrian,Male,44,40_to_64
2682,20222016,Motorcycle rider,Male,30,26_to_39
2683,20223074,Pedestrian,Male,30,26_to_39
2684,20223071,Motorcycle pillion passenger,Female,35,26_to_39
2685,20223071,Motorcycle rider,Male,36,26_to_39
2686,20221013,Pedal cyclist,Male,57,40_to_64
2687,20221086,Passenger,Male,100,75_or_older
2688,20223099,Motorcycle rider,Male,68,65_to_74
2689,20223158,Motorcycle rider,Male,58,40_to_64
2690,20221189,Motorcycle rider,Male,63,40_to_64
2691,20223078,Driver,Female,85,75_or_older
2692,20225125,Passenger,Male,87,75_or_older
2693,20225125,Passenger,Female,81,75_or_older
2694,20226034,Motorcycle rider,Male,16,0_to_16
2695,20221103,Driver,Female,55,40_to_64
2696,20222004,Passenger,Female,23,17_to_25
2697,20225050,Passenger,Female,34,26_to_39
2698,20224054,Driver,Male,83,75_or_older
2699,20223150,Pedestrian,Female,30,26_to_39
2700,20221181,Motorcycle rider,Male,22,17_to_25
2701,20221215,Passenger,Male,27,26_to_39
2702,20223113,Pedestrian,Female,72,65_to_74
2703,20223018,Motorcycle rider,Male,41,40_to_64
2704,20223223,Driver,Female,84,75_or_older
2705,20225023,Motorcycle rider,Male,61,40_to_64
2706,20221040,Motorcycle rider,Male,20,17_to_25
2707,20225018,Motorcycle rider,Male,68,65_to_74
2708,20222023,Driver,Female,63,40_to_64
2709,20225084,Motorcycle rider,Female,47,40_to_64
2710,20221042,Driver,Female,38,26_to_39
2711,20223010,Pedestrian,Male,8,0_to_16
2712,20223012,Driver,Male,17,17_to_25
2713,20222220,Driver,Female,60,40_to_64
2714,20221031,Passenger,Male,18,17_to_25
2715,20222015,Pedestrian,Female,4,0_to_16
2716,20223028,Pedestrian,Male,41,40_to_64
2717,20222196,Driver,Male,27,26_to_39
2718,20221081,Pedal cyclist,Male,31,26_to_39
2719,20221188,Pedal cyclist,Male,72,65_to_74
2720,20221173,Driver,Female,85,75_or_older
2721,20221131,Driver,Female,45,40_to_64
2722,20222159,Driver,Male,31,26_to_39
2723,20225079,Driver,Female,22,17_to_25
2724,20223052,Driver,Male,27,26_to_39
2725,20223052,Passenger,Female,27,26_to_39
2726,20223138,Pedal cyclist,Male,69,65_to_74
2727,20222031,Driver,Female,45,40_to_64
2728,20223064,Pedal cyclist,Male,11,0_to_16
2729,20222121,Motorcycle rider,Male,59,40_to_64
2730,20227002,Passenger,Male,21,17_to_25
2731,20223198,Driver,Male,17,17_to_25
2732,20223101,Passenger,Male,27,26_to_39
2733,20223101,Driver,Female,23,17_to_25
2734,20221110,Motorcycle rider,Male,54,40_to_64
2735,20222177,Driver,Male,50,40_to_64
2736,20221116,Driver,Male,28,26_to_39
2737,20226041,Driver,Male,65,65_to_74
2738,20221161,Pedestrian,Female,48,40_to_64
2739,20224037,Driver,Female,86,75_or_older
2740,20222036,Driver,Female,56,40_to_64
2741,20221011,Driver,Male,63,40_to_64
2742,20223065,Passenger,Male,50,40_to_64
2743,20221205,Driver,Female,23,17_to_25
2744,20225123,Driver,Male,53,40_to_64
2745,20224025,Passenger,Female,26,26_to_39
2746,20225088,Passenger,Male,41,40_to_64
2747,20223029,Pedal cyclist,Male,51,40_to_64
2748,20223220,Driver,Male,28,26_to_39
2749,20225077,Driver,Male,50,40_to_64
2750,20225102,Passenger,Female,23,17_to_25
2751,20225151,Pedestrian,Male,80,75_or_older
2752,20222051,Driver,Male,21,17_to_25
2753,20221074,Driver,Male,89,75_or_older
2754,20225094,Motorcycle rider,Male,71,65_to_74
2755,20223070,Motorcycle rider,Unknown,37,26_to_39
2756,20227005,Pedestrian,Male,59,40_to_64
2757,20223131,Passenger,Male,22,17_to_25
2758,20225043,Motorcycle rider,Male,32,26_to_39
2759,20225138,Motorcycle rider,Male,26,26_to_39
2760,20222157,Pedestrian,Male,57,40_to_64
2761,20226044,Passenger,Male,19,17_to_25
2762,20226044,Driver,Male,19,17_to_25
2763,20227017,Passenger,Male,31,26_to_39
2764,20223248,Driver,Male,23,17_to_25
2765,20227027,Unknown,Female,28,26_to_39
2766,20227027,Unknown,Female,33,26_to_39
2767,20222168,Motorcycle rider,Male,50,40_to_64
2768,20223044,Driver,Female,48,40_to_64
2769,20227040,Pedestrian,Female,72,65_to_74
2770,20222163,Driver,Male,76,75_or_older
2771,20222217,Motorcycle rider,Male,28,26_to_39
2772,20223024,Motorcycle rider,Male,25,17_to_25
2773,20221175,Driver,Male,18,17_to_25
2774,20225143,Motorcycle rider,Male,37,26_to_39
2775,20225022,Pedestrian,Male,30,26_to_39
2776,20222207,Pedestrian,Male,15,0_to_16
2777,20224012,Motorcycle rider,Male,57,40_to_64
2778,20221052,Pedestrian,Female,69,65_to_74
2779,20225076,Driver,Male,19,17_to_25
2780,20222178,Driver,Male,24,17_to_25
2781,20221191,Driver,Male,56,40_to_64
2782,20221051,Passenger,Male,32,26_to_39
2783,20221051,Passenger,Male,30,26_to_39
2784,20223050,Motorcycle rider,Male,59,40_to_64
2785,20221234,Pedestrian,Female,62,40_to_64
2786,20222068,Motorcycle rider,Male,43,40_to_64
2787,20226023,Driver,Male,68,65_to_74
2788,20221002,Passenger,Male,10,0_to_16
2789,20222126,Driver,Male,64,40_to_64
2790,20225003,Driver,Male,43,40_to_64
2791,20222102,Driver,Male,80,75_or_older
2792,20221176,Driver,Male,22,17_to_25
2793,20226011,Passenger,Male,20,17_to_25
2794,20221037,Pedestrian,Male,71,65_to_74
2795,20222139,Pedestrian,Male,61,40_to_64
2796,20228002,Driver,Male,24,17_to_25
2797,20222211,Driver,Female,45,40_to_64
2798,20223067,Passenger,Female,16,0_to_16
2799,20221077,Driver,Male,22,17_to_25
2800,20223059,Pedal cyclist,Male,55,40_to_64
2801,20223129,Pedestrian,Male,34,26_to_39
2802,20228009,Passenger,Female,15,0_to_16
2803,20228009,Passenger,Female,14,0_to_16
2804,20225103,Pedal cyclist,Male,86,75_or_older
2805,20223252,Driver,Female,76,75_or_older
2806,20224044,Motorcycle rider,Male,63,40_to_64
2807,20222032,Pedal cyclist,Male,75,75_or_older
2808,20223146,Motorcycle rider,Male,25,17_to_25
2809,20221102,Motorcycle rider,Male,66,65_to_74
2810,20228007,Passenger,Male,21,17_to_25
2811,20228007,Passenger,Male,61,40_to_64
2812,20228007,Passenger,Female,54,40_to_64
2813,20221245,Driver,Male,17,17_to_25
2814,20225010,Motorcycle rider,Male,71,65_to_74
2815,20221240,Driver,Female,69,65_to_74
2816,20223055,Driver,Male,57,40_to_64
2817,20223258,Motorcycle rider,Male,51,40_to_64
2818,20225082,Motorcycle rider,Male,55,40_to_64
2819,20223164,Motorcycle rider,Male,52,40_to_64
2820,20225025,Driver,Male,60,40_to_64
2821,20221199,Driver,Female,38,26_to_39
2822,20221016,Pedestrian,Male,43,40_to_64
2823,20222205,Driver,Male,82,75_or_older
2824,20222103,Pedal cyclist,Male,76,75_or_older
2825,20225130,Driver,Male,29,26_to_39
2826,20223152,Motorcycle rider,Male,29,26_to_39
2827,20225038,Driver,Male,41,40_to_64
2828,20224065,Pedestrian,Female,40,40_to_64
2829,20221080,Passenger,Male,12,0_to_16
2830,20221008,Driver,Male,37,26_to_39
2831,20225119,Driver,Male,75,75_or_older
2832,20225057,Driver,Male,50,40_to_64
2833,20222142,Motorcycle rider,Male,40,40_to_64
2834,20222079,Motorcycle rider,Male,24,17_to_25
2835,20222019,Passenger,Female,35,26_to_39
2836,20225002,Driver,Male,65,65_to_74
2837,20223246,Driver,Male,19,17_to_25
2838,20223135,Passenger,Male,46,40_to_64
2839,20225142,Driver,Female,30,26_to_39
2840,20222180,Pedestrian,Male,61,40_to_64
2841,20221017,Driver,Male,19,17_to_25
2842,20223166,Driver,Male,63,40_to_64
2843,20222111,Motorcycle rider,Male,63,40_to_64
2844,20222135,Driver,Male,22,17_to_25
2845,20221152,Motorcycle rider,Male,24,17_to_25
2846,20223162,Pedestrian,Male,57,40_to_64
2847,20221225,Pedestrian,Male,73,65_to_74
2848,20226005,Pedestrian,Male,36,26_to_39
2849,20223208,Driver,Male,30,26_to_39
2850,20221230,Driver,Male,65,65_to_74
2851,20226007,Driver,Male,81,75_or_older
2852,20225071,Driver,Male,41,40_to_64
2853,20223005,Driver,Male,18,17_to_25
2854,20225153,Driver,Female,41,40_to_64
2855,20223003,Driver,Male,32,26_to_39
2856,20221132,Passenger,Male,32,26_to_39
2857,20225114,Driver,Male,18,17_to_25
2858,20221094,Driver,Male,29,26_to_39
2859,20221094,Passenger,Female,63,40_to_64
2860,20222021,Motorcycle rider,Male,33,26_to_39
2861,20223209,Driver,Male,69,65_to_74
2862,20221195,Pedestrian,Male,80,75_or_older
2863,20221026,Pedestrian,Female,83,75_or_older
2864,20221192,Driver,Male,26,26_to_39
2865,20222073,Motorcycle rider,Male,21,17_to_25
2866,20225055,Driver,Female,37,26_to_39
2867,20221163,Pedestrian,Male,32,26_to_39
2868,20223016,Pedestrian,Male,37,26_to_39
2869,20222204,Pedestrian,Female,76,75_or_older
2870,20225054,Passenger,Female,30,26_to_39
2871,20224007,Driver,Female,18,17_to_25
2872,20225056,Driver,Male,26,26_to_39
2873,20223249,Passenger,Male,49,40_to_64
2874,20226006,Motorcycle rider,Male,26,26_to_39
2875,20221126,Pedestrian,Male,57,40_to_64
2876,20221107,Driver,Male,48,40_to_64
2877,20223226,Motorcycle rider,Male,59,40_to_64
2878,20223077,Pedal cyclist,Male,68,65_to_74
2879,20223002,Driver,Male,29,26_to_39
2880,20222191,Driver,Male,56,40_to_64
2881,20221097,Pedestrian,Female,85,75_or_older
2882,20223214,Driver,Male,60,40_to_64
2883,20222040,Driver,Female,42,40_to_64
2884,20223075,Driver,Female,30,26_to_39
2885,20225129,Driver,Male,76,75_or_older
2886,20225078,Driver,Male,45,40_to_64
2887,20225016,Passenger,Male,25,17_to_25
2888,20223073,Motorcycle rider,Male,19,17_to_25
2889,20221210,Driver,Male,46,40_to_64
2890,20221210,Passenger,Male,14,0_to_16
2891,20222037,Pedestrian,Female,66,65_to_74
2892,20224061,Motorcycle rider,Male,21,17_to_25
2893,20222184,Driver,Female,74,65_to_74
2894,20223139,Driver,Male,18,17_to_25
2895,20221180,Motorcycle rider,Male,54,40_to_64
2896,20224041,Pedestrian,Male,21,17_to_25
2897,20222190,Pedestrian,Male,30,26_to_39
2898,20222101,Pedestrian,Male,38,26_to_39
2899,20227025,Pedestrian,Female,39,26_to_39
2900,20221067,Passenger,Male,17,17_to_25
2901,20225096,Passenger,Female,20,17_to_25
2902,20225096,Driver,Female,20,17_to_25
2903,20223034,Driver,Male,52,40_to_64
2904,20225086,Pedal cyclist,Male,51,40_to_64
2905,20222006,Pedal cyclist,Male,56,40_to_64
2906,20221190,Motorcycle rider,Male,48,40_to_64
2907,20222104,Motorcycle rider,Male,22,17_to_25
2908,20221106,Passenger,Male,39,26_to_39
2909,20223068,Motorcycle rider,Male,15,0_to_16
2910,20221250,Driver,Female,80,75_or_older
2911,20221141,Motorcycle rider,Male,64,40_to_64
2912,20228006,Unknown,Female,19,17_to_25
2913,20226026,Driver,Male,44,40_to_64
2914,20221162,Driver,Female,22,17_to_25
2915,20225150,Driver,Male,54,40_to_64
2916,20225030,Motorcycle rider,Male,39,26_to_39
2917,20222120,Driver,Female,18,17_to_25
2918,20223217,Motorcycle rider,Male,28,26_to_39
2919,20222014,Driver,Male,28,26_to_39
2920,20225006,Motorcycle rider,Male,55,40_to_64
2921,20222109,Motorcycle rider,Male,27,26_to_39
2922,20222166,Motorcycle rider,Male,28,26_to_39
2923,20222131,Pedal cyclist,Male,71,65_to_74
2924,20223154,Passenger,Male,11,0_to_16
2925,20222225,Motorcycle rider,Male,23,17_to_25
2926,20221174,Driver,Male,47,40_to_64
2927,20224036,Driver,Female,79,75_or_older
2928,20223031,Motorcycle rider,Male,32,26_to_39
2929,20223221,Motorcycle rider,Male,25,17_to_25
2930,20221140,Driver,Female,94,75_or_older
2931,20222169,Pedestrian,Male,13,0_to_16
2932,20221237,Motorcycle rider,Male,48,40_to_64
2933,20221060,Pedestrian,Male,32,26_to_39
2934,20222090,Motorcycle rider,Male,44,40_to_64
2935,20222176,Driver,Female,27,26_to_39
2936,20225037,Motorcycle rider,Male,56,40_to_64
2937,20222214,Motorcycle rider,Male,58,40_to_64
2938,20221243,Passenger,Female,84,75_or_older
2939,20225020,Pedestrian,Male,81,75_or_older
2940,20222208,Driver,Male,49,40_to_64
2941,20223118,Passenger,Female,41,40_to_64
2942,20222172,Motorcycle pillion passenger,Male,53,40_to_64
2943,20221127,Driver,Female,85,75_or_older
2944,20222206,Driver,Male,56,40_to_64
2945,20225063,Motorcycle rider,Male,50,40_to_64
2946,20222183,Motorcycle rider,Male,29,26_to_39
2947,20225026,Motorcycle rider,Male,34,26_to_39
2948,20223153,Pedestrian,Male,33,26_to_39
2949,20221244,Passenger,Female,14,0_to_16
2950,20221244,Passenger,Male,16,0_to_16
2951,20221244,Passenger,Female,14,0_to_16
2952,20221244,Passenger,Male,15,0_to_16
2953,20221244,Passenger,Female,15,0_to_16
2954,20221133,Driver,Male,56,40_to_64
2955,20224026,Passenger,Male,17,17_to_25
2956,20222199,Pedestrian,Male,27,26_to_39
2957,20224038,Motorcycle rider,Male,38,26_to_39
2958,20222127,Passenger,Male,72,65_to_74
2959,20224051,Driver,Male,24,17_to_25
2960,20223228,Driver,Female,56,40_to_64
2961,20221025,Motorcycle rider,Female,53,40_to_64
2962,20223025,Driver,Female,56,40_to_64
2963,20223147,Motorcycle rider,Male,27,26_to_39
2964,20225074,Motorcycle rider,Male,37,26_to_39
2965,20223039,Driver,Male,57,40_to_64
2966,20222192,Motorcycle rider,Male,46,40_to_64
2967,20222215,Driver,Female,20,17_to_25
2968,20223061,Driver,Male,82,75_or_older
2969,20223170,Passenger,Female,62,40_to_64
2970,20223170,Driver,Male,67,65_to_74
2971,20221054,Motorcycle rider,Male,20,17_to_25
2972,20221096,Passenger,Male,88,75_or_older
2973,20221235,Motorcycle rider,Male,56,40_to_64
2974,20225101,Driver,Male,50,40_to_64
2975,20222047,Driver,Female,30,26_to_39
2976,20221010,Driver,Female,19,17_to_25
2977,20225100,Passenger,Male,54,40_to_64
2978,20225100,Driver,Female,29,26_to_39
2979,20222195,Driver,Male,20,17_to_25
2980,20222195,Passenger,Male,16,0_to_16
2981,20225058,Driver,Female,23,17_to_25
2982,20223117,Driver,Female,37,26_to_39
