Crash_ID,Speed_ID
20245103,14
20242068,1
20241045,10
20243017,16
20242128,1
20247024,1
20241160,10
20241081,16
20242103,1
20241135,16
20241209,17
20245051,16
20242140,16
20242142,16
20243107,14
20243020,11
20241151,16
20243158,16
20241286,14
20243102,14
20241303,16
20246029,10
20248005,14
20243035,11
20244018,17
20241060,14
20242022,11
20241037,12
20241257,10
20241128,16
20243089,11
20242181,16
20243082,16
20245080,17
20243150,16
20245041,17
20242152,1
20247010,1
20245088,17
20243239,16
20243170,11
20242040,16
20243084,14
20241030,14
20245016,11
20243127,14
20243003,16
20243266,11
20241042,14
20243121,16
20245124,10
20245043,16
20245044,17
20241175,10
20245061,16
20243072,14
20242232,1
20244057,15
20242173,1
20241091,17
20243201,16
20242135,16
20243225,14
20245116,11
20241167,10
20244060,16
20241268,16
20244013,11
20245002,10
20243235,15
20244059,17
20245015,12
20241266,14
20243131,11
20245111,10
20242080,16
20245160,17
20241287,16
20241152,16
20243161,16
20242042,14
20243210,11
20244025,17
20243088,10
20241211,12
20242007,16
20247050,1
20245037,17
20241204,14
20244062,14
20241137,17
20243117,11
20242081,11
20242015,1
20243206,11
20242034,1
20248003,12
20244032,17
20241153,11
20242138,16
20243198,16
20243190,2
20242107,9
20243080,16
20242204,14
20242139,10
20245086,11
20247026,1
20245063,17
20241103,14
20247025,1
20242129,16
20244027,14
20243006,10
20243108,16
20243212,12
20241237,10
20241052,16
20241308,10
20246027,10
20244072,10
20245125,15
20241195,14
20244043,10
20241102,11
20243194,11
20245148,11
20246017,14
20243070,16
20243165,14
20241063,12
20241132,11
20241292,11
20245141,11
20241189,16
20241233,17
20242115,16
20242167,11
20241016,16
20246025,14
20243234,11
20241220,14
20243002,14
20241034,10
20242012,10
20243009,11
20245018,11
20241269,10
20242093,10
20242176,16
20242255,16
20241066,15
20242175,16
20243207,11
20242029,11
20241246,14
20242046,1
20241078,12
20245065,17
20243064,16
20241013,16
20246019,14
20247019,1
20247039,1
20242257,10
20241138,10
20245013,17
20247045,1
20244014,9
20242053,16
20244069,11
20243111,16
20247028,1
20243067,16
20242186,14
20242250,11
20245078,10
20243167,12
20245150,16
20243106,12
20242098,11
20241179,14
20242070,14
20243261,16
20243227,16
20242243,10
20242102,11
20245165,17
20241109,16
20243187,11
20245028,17
20241301,14
20243135,16
20245166,17
20245110,14
20241248,11
20245030,17
20243268,16
20242071,11
20241020,16
20241294,11
20241304,14
20245112,17
20242123,11
20243197,11
20242144,11
20241199,14
20243066,10
20243203,16
20243233,16
20242209,16
20242056,12
20245152,17
20242130,16
20243109,16
20243010,16
20247035,1
20243181,16
20246018,14
20241071,11
20241186,12
20243078,12
20241223,10
20245136,11
20241221,11
20241143,16
20243242,16
20247031,1
20242189,10
20245102,17
20242170,11
20243043,14
20241140,16
20244063,17
20245010,11
20241131,16
20245019,12
20242172,11
20241111,14
20242055,11
20241017,10
20244067,9
20246024,16
20241254,14
20247004,1
20243011,14
20245147,17
20246011,14
20242177,14
20241127,10
20241210,16
20242132,16
20242184,14
20243024,14
20241253,16
20245058,17
20242224,11
20243031,10
20242069,11
20245076,16
20243156,11
20242251,11
20244034,14
20242090,16
20243231,16
20242194,16
20245085,14
20243142,16
20242043,10
20243124,16
20244007,14
20242060,11
20243104,11
20244041,17
20247043,1
20246026,12
20243021,16
20245140,17
20242155,16
20242032,9
20241285,12
20245011,11
20244066,17
20242064,11
20242164,11
20244035,16
20242252,1
20243018,14
20242086,14
20243217,11
20243251,16
20243058,16
20245053,17
20247038,1
20244046,16
20245014,14
20243085,11
20244039,16
20243240,16
20247049,18
20247017,18
20246002,16
20242099,16
20247036,17
20241176,14
20243063,11
20247022,18
20241086,12
20241224,14
20241265,16
20241202,10
20245052,14
20245064,17
20246023,11
20241293,17
20241299,16
20244078,10
20243164,11
20242201,16
20245117,11
20241307,16
20242074,16
20241243,17
20247034,11
20241260,12
20243004,14
20246014,14
20242024,11
20245105,17
20243169,12
20243081,16
20242169,16
20242119,1
20241110,10
20241082,11
20242062,16
20245132,11
20241159,16
20246022,10
20241229,14
20245062,17
20242026,11
20247009,17
20242268,14
20242238,10
20242122,11
20241046,16
20243192,16
20241032,14
20241031,14
20243254,11
20243133,16
20241203,16
20247046,17
20243118,11
20243173,14
20243199,9
20244003,11
20241298,10
20242112,16
20243092,16
20243042,11
20243221,7
20244005,16
20243178,11
20245074,10
20242196,1
20244050,10
20241208,16
20242259,16
20242212,10
20244045,11
20243019,11
20241036,15
20242226,10
20247007,17
20243074,11
20241003,16
20241277,16
20241249,10
20242020,11
20242108,11
20243120,11
20242187,16
20245075,17
20243116,16
20245151,11
20242133,11
20241092,11
20245050,15
20245091,11
20242121,11
20245054,17
20243214,16
20241118,16
20245096,17
20243157,12
20241190,14
20241097,16
20242265,16
20241250,12
20242200,16
20242178,1
20242234,16
20242048,12
20245007,11
20245126,17
20242003,14
20243061,16
20243252,14
20242162,14
20244071,14
20241047,10
20241205,11
20241024,11
20242096,14
20242240,11
20243139,9
20243075,12
20244051,11
20241070,16
20244079,10
20243051,16
20242237,14
20243148,16
20242157,11
20244022,14
20241142,14
20241124,16
20241010,17
20241252,14
20245009,15
20243155,11
20243163,16
20247027,1
20247042,1
20247020,1
20245142,16
20243269,14
20245121,17
20245081,14
20242166,1
20243056,11
20243049,9
20243103,3
20242233,10
20243014,16
20241198,12
20242249,12
20243154,16
20241100,10
20241074,14
20243263,16
20242016,12
20244017,15
20244009,10
20242085,11
20244012,17
20243205,14
20241035,10
20241161,11
20245023,17
20241062,14
20243119,12
20245059,14
20241155,11
20243152,14
20247013,1
20241039,14
20243053,11
20242154,17
20243215,14
20243026,11
20241050,14
20243271,16
20243236,11
20241133,16
20248008,11
20244037,10
20242143,9
20241273,10
20242067,16
20242214,14
20245158,11
20243238,16
20242011,11
20241180,10
20241059,10
20241021,11
20242254,14
20245138,16
20245157,10
20241245,14
20243256,10
20243126,14
20244082,16
20241108,11
20245040,11
20242137,12
20241005,11
20241051,16
20243128,14
20242109,11
20241116,12
20247023,1
20242097,1
20245149,16
20243226,16
20246008,8
20242092,14
20242125,11
20245120,17
20244077,10
20242066,1
20242049,9
20243265,10
20243122,11
20245067,17
20243151,3
20241283,16
20242262,11
20247041,1
20242100,16
20247018,1
20242211,11
20245135,10
20245084,11
20241168,12
20245127,17
20241162,16
20241073,16
20243097,14
20248009,1
20242182,16
20243123,11
20242044,16
20242149,1
20243237,16
20241120,17
20242266,14
20245155,17
20241048,12
20243023,12
20243137,16
20241200,11
20242106,1
20242151,12
20242223,16
20241259,17
20241264,10
20245123,7
20243086,14
20242215,9
20245021,11
20246012,11
20244068,16
20245144,16
20241296,11
20241006,12
20241258,10
20241290,17
20241056,17
20242014,14
20241251,14
20245042,10
20243076,16
20243162,16
20245071,10
20242027,12
20243029,14
20242179,11
20244080,16
20242241,16
20244047,16
20241041,17
20241165,16
20242077,11
20242078,14
20245038,11
20242017,11
20247015,1
20245114,17
20243223,11
20245055,17
20241271,11
20242217,14
20242245,16
20241170,14
20242199,16
20241177,16
20245113,16
20246015,9
20242165,16
20241011,11
20243260,12
20241083,17
20246006,17
20245129,12
20244058,16
20243218,14
20241089,10
20243146,16
20241295,10
20243264,16
20241281,16
20241136,17
20241076,10
20244073,17
20242094,16
20245090,15
20241058,16
20241019,14
20241275,16
20243222,11
20241065,17
20243094,12
20243145,16
20241305,11
20242146,11
20241231,16
20241145,11
20241228,16
20243030,16
20243034,16
20245073,17
20242058,14
20241085,16
20243091,16
20247003,1
20243184,11
20242104,14
20248004,11
20242101,17
20245153,12
20243195,16
20243055,15
20245077,11
20241212,10
20241241,10
20243071,17
20241171,16
20243193,17
20244011,17
20242225,16
20242160,16
20245036,11
20245057,11
20241183,14
20245131,17
20241025,16
20241079,14
20246010,16
20245094,16
20242235,16
20242113,16
20241148,10
20242025,16
20241262,11
20241172,12
20242192,16
20241014,16
20242191,12
20243189,16
20244033,17
20245047,14
20241206,11
20243069,10
20243188,11
20241130,14
20247012,1
20241178,12
20248011,14
20245097,17
20241043,16
20244054,11
20243032,11
20243232,11
20244015,16
20243112,16
20243253,14
20246028,16
20242244,16
20244006,11
20247016,1
20241146,12
20241154,11
20242009,16
20241217,17
20242030,16
20243025,11
20245159,17
20242168,11
20246021,14
20245167,12
20241238,16
20241158,12
20243228,9
20242210,16
20242253,17
20245048,16
20245032,5
20242256,16
20241289,16
20243045,14
20242028,16
20243054,12
20241187,17
20245035,14
20245108,10
20246007,16
20241126,16
20244049,11
20242021,17
20242045,14
20243101,12
20242206,16
20242117,16
20245072,14
20241226,14
20242079,16
20245046,17
20241156,16
20243093,11
20243125,11
20243134,10
20242239,16
20241232,16
20241061,10
20245025,15
20247021,1
20244056,17
20242039,16
20241182,14
20241044,17
20245154,15
20242131,16
20244031,17
20247044,1
20242059,11
20245118,10
20245022,10
20242033,11
20243033,16
20241207,16
20242159,11
20243177,14
20243241,15
20245128,16
20243132,11
20245003,16
20245020,17
20243159,10
20243028,14
20242072,9
20243105,11
20245168,10
20242258,16
20241007,14
20247037,1
20245095,11
20241227,10
20242185,1
20243130,16
20242065,14
20243259,11
20244052,14
20242247,10
20241093,14
20241276,11
20247014,1
20242208,16
20241157,16
20244065,17
20242054,14
20242221,16
20242197,16
20241075,17
20241279,10
20243095,10
20243272,16
20243027,11
20248001,12
20245089,10
20242228,11
20242105,11
20241069,12
20244074,16
20244008,16
20243100,16
20241122,17
20244064,15
20243138,16
20241141,16
20241244,10
20242236,16
20242195,11
20245026,10
20245122,10
20242010,11
20242205,16
20244002,16
20242041,16
20242084,12
20243230,16
20241114,14
20243068,14
20243099,16
20242145,16
20243062,14
20244048,10
20241112,14
20243047,14
20245109,15
20242198,16
20243202,16
20244029,14
20241185,14
20242153,10
20243257,16
20243149,11
20242202,16
20243245,12
20244004,11
20241123,16
20242222,16
20242248,12
20245146,17
20245082,17
20242267,1
20241213,16
20242220,10
20242036,11
20242047,14
20243270,16
20241121,16
20243016,14
20241038,16
20243200,12
20243039,14
20245137,17
20242246,11
20242063,16
20243180,14
20247005,1
20241297,10
20247001,1
20243059,11
20242242,14
20245139,12
20242091,14
20243077,16
20244038,11
20243136,11
20243229,16
20243211,16
20245017,12
20241270,16
20241225,16
20241084,17
20247047,1
20243050,12
20243216,14
20245027,10
20242190,9
20243115,14
20245049,11
20242116,14
20241129,16
20244076,16
20243141,10
20241095,16
20247051,1
20242082,16
20241090,12
20241113,16
20243258,11
20244053,11
20241064,16
20243175,16
20247048,1
20243183,17
20241049,10
20245079,10
20245115,12
20241242,14
20241144,14
20243262,11
20241001,14
20242231,14
20241018,12
20241105,10
20241282,10
20243204,10
20243224,11
20247032,1
20243179,11
20241192,14
20241026,14
20241067,10
20242001,12
20245163,17
20243013,16
20241191,17
20242031,10
20241117,14
20246020,16
20241012,16
20245060,17
20242263,14
20242038,16
20246005,9
20247008,1
20243140,11
20244030,16
20242061,11
20244036,16
20242134,11
20245033,14
20243060,16
20242002,14
20243166,16
20243057,16
20242203,16
20241214,16
20243196,16
20242083,16
20241272,10
20243244,11
20241104,10
20243182,9
20242180,14
20242126,10
20245034,16
20241023,16
20243065,11
20243083,16
20245099,12
20244070,14
20242216,11
20243048,15
20241280,16
20242118,11
20241193,16
20245066,14
20245104,17
20242150,16
20241239,16
20245029,14
20242111,14
20245106,17
20245024,17
20243255,16
20241033,14
20241288,16
20243012,14
20241164,16
20243250,9
20242076,11
20241099,10
20243052,11
20245087,17
20241015,17
20245156,17
20243219,16
20241184,10
20241284,10
20242218,16
20241008,12
20245101,12
20244075,11
20242147,11
20248010,14
20234108,11
20234099,11
20233145,16
20236026,16
20233259,16
20235048,10
20236028,16
20231088,16
20231189,17
20232156,14
20231103,11
20233100,16
20232192,16
20233056,16
20233122,12
20237016,1
20231091,17
20235044,17
20232211,16
20231104,10
20231155,11
20232098,11
20232128,11
20233085,11
20234027,16
20232061,16
20235002,12
20235116,17
20234033,16
20232044,10
20235101,11
20232250,14
20233231,11
20232112,1
20231020,11
20231115,14
20235035,17
20231038,16
20231108,10
20231281,14
20235123,11
20233078,10
20235146,16
20231261,10
20233258,16
20236009,10
20232237,14
20232188,11
20233165,16
20235097,17
20231098,16
20233156,14
20234029,10
20231102,16
20231198,12
20231129,10
20237011,1
20231231,11
20232012,11
20233120,14
20232196,10
20234053,17
20232240,14
20231095,12
20235121,17
20232119,14
20235003,10
20232243,16
20234042,16
20235036,10
20232067,14
20234079,11
20231023,11
20233221,16
20233081,14
20231076,16
20232045,14
20236006,16
20234061,16
20232201,10
20236025,16
20233189,16
20233111,14
20232097,11
20237022,1
20233036,14
20231250,16
20232174,1
20233228,16
20234084,17
20235134,12
20232009,16
20231145,16
20231056,16
20232115,14
20233012,17
20232018,12
20233200,11
20233110,16
20233154,16
20235090,17
20231223,16
20234067,6
20231182,10
20238004,14
20231173,10
20233155,11
20233161,16
20235135,12
20234020,14
20231052,11
20231296,16
20231143,11
20232169,16
20234021,12
20231302,14
20232104,14
20235034,14
20231285,14
20231178,12
20237010,1
20234031,10
20237013,16
20232219,11
20233136,14
20233051,12
20231229,10
20233176,17
20235124,14
20234068,16
20231044,10
20235105,17
20231190,10
20232059,16
20236012,10
20233205,11
20233074,16
20233050,10
20231045,16
20232016,14
20232021,16
20231205,16
20234025,17
20232203,16
20231119,17
20232227,16
20231272,10
20232183,17
20235050,17
20233139,16
20232088,16
20232062,12
20233043,10
20232130,11
20235108,17
20231256,10
20237018,1
20235082,17
20232144,16
20234018,10
20231278,11
20233008,14
20233138,14
20234063,14
20232095,16
20232184,16
20233069,10
20232037,10
20234017,11
20232137,1
20232027,16
20231029,14
20235013,11
20231111,16
20232198,16
20234034,11
20231160,16
20233224,16
20235070,11
20231139,14
20231303,16
20231283,17
20231141,11
20231206,17
20235089,14
20235001,14
20233017,17
20235110,17
20231175,10
20232110,10
20233073,10
20233114,11
20231064,15
20233032,11
20232241,11
20233063,16
20231271,9
20234094,11
20231152,11
20233020,11
20231068,9
20232236,16
20233134,16
20233198,17
20231252,17
20232047,16
20235122,17
20235139,11
20231227,11
20231292,16
20232065,14
20232171,14
20235021,17
20235010,10
20232063,16
20232074,16
20231288,12
20232170,16
20231133,14
20231249,14
20231171,16
20235061,17
20233196,5
20233245,16
20235041,10
20231025,16
20231244,16
20232118,14
20235075,11
20231128,14
20232048,16
20236004,14
20232204,14
20231251,11
20231263,16
20231078,10
20233251,14
20234077,16
20236003,11
20233246,16
20232248,14
20235127,16
20235054,11
20237008,18
20235129,11
20232026,16
20233170,12
20233210,11
20233076,16
20237015,11
20233131,10
20233133,14
20232124,12
20235113,17
20232136,14
20233157,11
20235039,14
20233183,11
20232022,16
20231168,10
20232217,10
20235020,11
20236016,14
20231220,11
20233195,11
20231301,14
20233167,10
20233021,11
20231106,10
20231149,10
20231226,17
20236022,10
20237003,17
20232084,14
20232172,17
20237023,16
20232154,10
20234026,17
20232103,16
20232163,11
20233068,10
20231163,11
20231262,11
20231059,12
20235004,17
20236011,16
20234095,16
20232205,14
20237014,12
20234059,10
20235118,12
20235033,17
20234066,16
20232223,10
20231010,10
20231274,16
20231188,10
20231062,11
20233191,16
20234087,16
20232150,10
20233144,10
20233208,11
20233212,9
20234032,10
20232125,11
20231234,11
20232081,16
20233121,16
20233070,16
20233040,11
20233098,17
20236027,17
20232239,16
20231245,11
20237024,18
20231097,10
20232152,14
20231022,12
20231117,10
20235091,17
20231164,10
20231019,16
20237019,11
20233175,16
20233015,16
20231043,16
20234057,11
20234105,3
20233214,11
20234035,11
20231067,17
20231085,11
20231026,16
20233263,14
20237021,9
20231214,16
20232181,16
20231086,16
20232076,11
20235052,12
20233053,16
20233250,10
20235115,17
20233118,16
20232135,10
20231011,14
20233035,16
20237006,17
20233058,16
20233264,11
20232005,12
20232096,10
20234005,14
20231012,16
20231158,16
20231248,16
20234006,11
20233204,16
20233027,16
20232146,17
20233162,14
20232182,11
20232042,14
20231165,10
20233143,14
20231297,16
20235060,17
20232023,16
20233153,16
20232094,16
20235058,17
20235144,11
20231074,14
20233059,11
20233014,14
20232051,14
20231005,10
20231195,11
20235006,12
20232252,10
20234109,17
20231136,16
20234052,3
20234056,16
20232033,11
20232116,12
20232189,14
20233169,17
20232245,11
20231255,14
20231057,16
20233229,14
20231238,16
20235008,12
20234062,10
20236035,8
20234048,9
20232214,14
20231150,11
20233093,16
20235147,11
20231109,10
20233247,17
20232224,14
20232069,16
20232004,11
20233066,12
20235093,12
20235083,16
20231101,12
20232190,16
20233001,10
20232025,12
20231289,17
20233045,16
20231036,15
20233223,11
20231264,10
20233249,14
20232256,17
20231035,16
20231159,11
20232215,11
20232031,11
20231242,11
20231046,11
20231087,10
20236007,14
20231070,16
20231201,14
20233234,14
20233094,10
20233209,10
20231200,10
20232257,15
20231146,14
20231028,16
20233029,12
20233254,14
20233241,16
20231089,9
20235080,10
20233180,10
20233193,16
20232225,11
20231027,11
20231180,10
20231156,14
20231092,16
20231162,14
20236017,16
20233117,16
20235031,10
20235126,17
20233119,11
20235128,15
20233123,16
20234036,17
20232153,16
20233152,16
20232138,10
20234011,10
20233105,16
20232258,14
20233232,16
20235132,17
20231204,16
20234071,11
20231259,16
20235117,15
20235099,17
20232210,17
20233181,16
20232087,14
20235007,12
20237005,10
20232131,10
20237017,14
20233135,11
20231153,16
20236005,14
20235027,16
20232068,16
20232007,11
20235040,17
20233102,16
20233005,14
20231291,12
20234038,16
20232057,10
20235064,12
20233213,5
20233252,17
20232143,16
20234012,10
20231207,11
20233013,16
20231221,11
20233211,12
20235081,17
20231210,16
20233108,10
20231090,16
20235037,10
20232127,14
20235042,17
20232017,16
20233016,11
20233004,17
20231053,12
20234010,17
20233163,16
20233237,16
20233097,16
20231007,10
20231135,17
20233222,14
20234082,10
20233095,16
20231034,12
20232186,16
20237001,16
20231008,14
20231040,17
20233006,17
20231075,16
20233140,14
20233185,14
20232034,16
20235032,17
20232133,14
20232173,16
20234080,11
20234106,15
20233019,16
20232232,11
20233038,16
20232199,11
20235053,17
20232231,16
20235063,11
20231071,10
20231113,11
20232157,16
20234091,14
20233201,16
20231042,14
20231225,14
20231147,11
20234004,14
20238003,14
20231073,14
20235059,12
20234015,16
20231280,14
20231047,11
20231083,11
20232247,11
20232145,16
20234045,10
20233109,11
20232222,16
20235029,17
20231294,10
20235103,17
20231039,16
20231127,10
20231184,17
20232216,10
20233087,11
20235125,14
20233022,11
20232020,11
20236014,16
20232006,14
20233142,12
20231268,16
20231183,17
20235131,16
20231258,10
20232147,14
20235019,17
20234016,14
20233132,16
20233018,16
20233206,9
20232050,11
20231100,10
20234085,11
20231037,10
20233233,16
20231218,16
20233238,14
20232218,10
20231177,10
20233002,14
20232202,14
20235009,14
20231051,14
20231126,11
20233160,16
20233103,16
20232187,16
20232255,16
20231009,11
20233146,14
20232126,16
20231018,11
20233262,14
20232242,16
20231021,17
20233128,16
20232107,11
20234001,10
20233052,9
20237009,16
20236019,11
20231300,14
20235016,16
20232086,16
20233024,11
20232002,11
20231138,14
20233125,17
20232251,14
20233067,16
20235047,15
20233190,14
20233240,16
20233030,16
20232030,9
20233166,3
20232056,11
20233044,10
20231211,11
20235022,16
20232121,14
20231187,11
20236031,14
20232114,16
20233088,9
20237012,17
20233150,16
20231033,10
20231082,12
20235071,12
20231167,14
20233126,11
20231174,10
20231286,10
20235023,1
20232166,11
20231170,11
20231193,5
20233039,11
20231185,15
20233075,16
20232235,16
20236029,17
20231253,14
20233089,11
20231157,14
20232108,10
20231194,16
20233090,16
20233104,11
20236034,16
20231118,16
20235109,16
20234107,11
20232158,14
20233079,11
20232079,11
20235140,17
20235092,17
20233184,16
20231219,14
20231140,16
20231080,10
20231116,10
20234013,11
20233007,12
20232038,17
20235136,17
20231079,16
20231151,10
20232035,11
20231243,14
20235077,11
20233065,11
20233203,11
20233148,15
20234089,17
20233172,2
20231260,16
20233256,12
20234102,17
20231236,16
20232262,16
20233186,11
20231228,16
20232209,14
20232244,16
20234044,17
20235025,5
20232226,12
20233072,16
20232246,17
20231122,16
20233179,16
20233192,10
20232052,11
20235130,12
20234078,9
20232260,16
20232072,12
20232249,16
20233112,16
20235018,11
20233083,14
20233197,14
20232080,14
20235055,14
20232165,16
20231084,14
20233199,16
20234022,14
20233113,16
20231273,16
20236032,14
20233137,16
20232085,10
20235043,17
20231266,16
20233151,11
20233116,16
20235068,16
20232168,12
20231295,16
20235057,17
20232028,16
20233127,17
20235143,11
20231024,16
20231279,10
20233011,9
20232200,16
20234086,14
20234058,17
20231061,10
20235084,17
20231016,14
20236010,17
20233130,16
20236024,12
20234055,16
20233173,16
20233071,16
20232191,12
20232001,16
20233054,9
20231241,14
20231048,16
20235142,11
20232180,14
20231284,16
20232261,16
20235098,17
20231222,11
20233235,16
20233243,16
20235030,17
20232102,10
20232083,14
20233062,14
20233242,11
20234051,11
20232113,16
20233034,10
20232099,16
20231247,10
20231072,16
20232066,11
20235017,11
20231125,9
20231032,16
20236008,16
20231293,16
20231065,16
20234002,11
20231063,10
20235137,15
20233226,12
20235067,11
20234088,11
20233106,11
20232185,10
20231191,17
20235046,10
20233215,16
20231137,16
20232208,11
20231176,16
20235095,10
20231217,10
20232207,12
20231298,17
20232043,11
20232238,11
20233026,14
20237007,17
20231142,11
20231290,10
20231154,10
20231002,16
20231015,16
20233033,11
20234101,14
20233046,11
20236018,16
20235145,17
20231004,11
20235074,17
20231066,17
20232129,14
20235014,11
20232228,11
20233141,14
20233107,16
20234070,14
20231124,10
20233009,10
20233091,14
20235096,12
20231081,10
20231131,16
20233086,16
20232032,16
20232254,11
20231203,12
20231148,10
20233248,11
20231050,12
20232159,16
20232029,10
20232090,14
20233230,11
20232178,14
20235011,10
20234104,10
20231192,10
20232195,10
20232015,14
20234098,14
20231132,11
20233042,14
20231224,14
20235026,12
20235012,14
20231003,16
20233064,10
20232077,16
20231254,10
20233060,16
20233061,16
20233115,17
20233260,16
20233227,16
20231230,17
20236020,16
20232194,14
20235112,15
20234019,11
20234096,11
20231232,11
20234064,17
20232117,7
20231054,9
20235066,14
20233049,16
20235078,17
20234093,14
20231287,10
20231299,10
20235069,11
20233244,9
20231179,14
20231267,17
20231265,12
20233084,16
20231269,17
20233025,16
20234037,17
20234030,11
20231144,10
20235100,12
20233207,11
20235114,17
20234060,14
20235005,14
20233099,14
20232014,16
20232141,16
20231216,16
20234069,5
20231172,16
20233177,10
20232064,14
20232040,9
20235049,14
20231120,14
20231030,14
20233257,11
20233057,16
20233178,10
20231233,16
20234008,11
20232175,11
20232046,14
20232197,16
20235094,15
20231186,11
20232212,16
20231235,16
20235038,17
20233219,14
20232151,11
20235024,16
20233010,16
20231058,10
20236015,15
20232070,11
20235065,17
20234054,14
20237002,18
20232206,16
20234090,14
20231049,14
20232220,9
20231134,12
20235085,14
20234041,16
20233217,12
20232049,16
20231239,14
20231202,14
20235102,17
20234009,17
20233187,16
20233194,14
20231105,10
20232134,17
20235087,12
20231077,11
20232093,16
20231031,17
20234065,11
20232091,11
20236023,14
20234024,17
20232123,14
20232010,11
20235141,17
20233077,11
20231094,10
20231055,11
20231270,11
20231246,11
20231275,10
20237020,12
20234100,3
20232106,1
20234073,10
20233220,16
20236002,12
20231110,16
20233028,11
20234074,16
20233168,16
20234047,17
20233171,16
20233055,14
20232109,11
20232213,16
20234049,10
20231114,17
20231093,15
20232230,9
20234050,16
20231130,17
20233261,16
20233218,16
20235062,17
20231257,11
20231112,16
20233159,12
20233096,16
20231121,16
20232089,10
20232011,11
20231237,16
20231096,10
20233202,16
20235107,17
20231017,14
20235120,11
20232229,11
20233216,10
20235104,17
20231169,3
20231181,16
20232024,16
20231215,11
20231199,16
20236030,16
20234092,16
20231212,10
20234040,11
20231208,16
20231069,17
20232149,14
20233082,10
20232140,11
20232071,1
20232167,11
20235138,12
20232075,12
20234028,17
20231276,16
20235088,11
20234072,17
20234075,14
20232053,11
20233037,14
20233048,16
20234014,16
20235133,17
20238001,11
20232055,16
20232148,16
20232060,16
20232193,12
20232162,11
20232100,16
20232233,16
20235072,11
20236033,17
20232105,11
20235106,17
20232013,16
20233225,16
20232221,14
20233147,16
20234076,14
20232176,14
20231006,16
20233182,16
20233023,16
20232132,16
20232160,16
20232036,16
20233041,17
20232179,12
20232041,17
20232253,14
20235076,16
20233080,16
20231197,14
20233124,16
20233236,16
20235086,11
20231213,17
20234081,11
20231041,12
20233101,16
20232155,16
20231282,11
20234103,10
20234097,17
20232003,16
20231196,16
20232078,16
20233149,14
20232164,16
20231001,17
20235073,17
20231060,16
20232058,14
20233188,16
20233129,11
20232161,11
20233003,10
20232073,1
20231166,10
20232234,16
20236001,16
20231277,16
20234039,16
20233047,11
20234043,10
20231014,14
20233031,11
20235015,17
20233164,11
20234003,11
20237004,18
20232054,16
20234023,3
20232039,12
20232092,16
20233239,12
20233158,11
20232008,16
20232139,14
20231013,11
20231123,14
20232019,11
20236021,10
20238002,14
20232122,14
20232111,11
20234007,17
20231240,11
20231161,10
20231099,16
20232259,14
20235119,17
20233174,16
20235045,11
20235148,11
20232101,16
20232120,10
20236013,16
20233253,11
20235056,11
20235111,12
20231209,11
20231107,10
20234083,16
